TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod
6dbfd9dd-7b8d-42c5-9976-c003fda4d172,2024-04-23,yet,Williams Ltd,998.82,89,67369.44,40,Male,Ashleybury,Online
348fb25e-d4dc-4748-8db3-f1998e931e69,2024-02-08,answer,"Harris, Stevens and Hall",1136.87,17,32729.76,39,Male,Christensenstad,Debit Card
b41b7729-d5b4-447d-a723-5f1113e834f8,2024-01-27,weight,Knight Group,251.06,64,82388.89,57,Male,Vincentton,Online
b7db77db-9899-4f2b-a0bc-61929bd1e046,2024-01-09,determine,Robinson-Tucker,960.48,39,78794.1,39,Female,West Stephanie,Credit Card
ad3d08cb-0802-4319-b0b6-920d513eef3b,2024-04-21,wife,"Lopez, Collins and Rosario",959.18,60,22439.35,40,Other,Lake Brandytown,Credit Card
7d4ca499-dae4-4596-840a-8febe483356a,2024-06-03,from,"Colon, Phillips and Watkins",1158.35,32,16447.95,51,Male,Simonbury,Online
eb576501-bb6d-4acf-bd3e-1bf95320738d,2024-07-06,check,Peterson PLC,682.66,74,11304.04,47,Female,South Lorifort,Debit Card
b0a25cb1-9098-4721-9c6d-f4da0b93d7d0,2024-04-27,central,Miller Inc,281.6,66,21167.52,43,Other,East Mario,Online
93995cc4-4535-40b3-9ba0-f1a2b5f89f0f,2024-06-14,away,"Massey, Long and Nguyen",464.51,67,62075.44,52,Other,North Cameron,Debit Card
93960721-1c17-481f-b046-16832ea0735f,2024-03-25,cover,Ruiz Inc,1262.78,6,47381.76,44,Female,Blackmouth,Credit Card
39f18196-f2ca-4bce-bcea-d59214ef17aa,2024-01-16,cut,"White, Kirby and Cross",806.17,55,6951.3,32,Male,South Christopher,Debit Card
ee81d569-cce5-4651-9b8d-de1990ccc5f7,2024-04-29,pull,Cooper and Sons,448.12,26,6481.51,42,Male,East Jacobburgh,Credit Card
f5598f5d-a410-4953-aa55-f02c4206c890,2024-04-14,eat,Martinez Ltd,505.85,40,3112.11,32,Male,East Nicholas,Credit Card
49ee7bcb-01a3-4c71-9273-49d4afd465a4,2024-03-01,son,Anderson-White,1285.81,82,27464.7,44,Female,Port Williamshire,Online
b942b3b3-537a-464d-bf2d-55a27576977c,2024-05-14,where,"Wilkerson, Suarez and Ayala",1243.41,70,7728.35,57,Other,Harperstad,Debit Card
1593f027-9cc6-442a-86e5-573651d5baf3,2024-04-25,possible,Scott-Davis,850.08,36,20341.64,20,Other,West Chadburgh,Credit Card
91ff54e8-ca22-443a-a2bd-0a12a40a0c05,2024-02-28,air,Moran Ltd,1039.85,79,123975.88,62,Female,Port Lisa,Cash
713aefc6-d6e8-4b47-bd27-2cd6f93bb1f8,2024-01-10,talk,Beasley-Bailey,842.01,78,10106.11,64,Female,North Melissamouth,Cash
6e17deff-b435-4fd1-afb9-27aff2155c4d,2024-02-01,success,Johnson-Johnson,1368.15,66,135157.83,46,Female,Barronborough,Debit Card
7ebd3c9c-21a9-48d4-802b-50b2ae3d74e6,2024-07-25,play,Cabrera-White,1358.1,83,30654.0,40,Other,New Christina,Credit Card
670f78f5-7bc9-4906-aa60-d55946689c30,2024-05-19,also,Roy-Dalton,1150.87,29,82840.96,49,Male,Lake Laura,Cash
67612b0c-18b5-4200-b063-3695a55153b0,2024-01-05,reveal,"Burgess, Wise and Lee",132.64,32,95299.12,50,Other,Abigailstad,Credit Card
806c0da1-0124-4543-b57a-db889254de76,2024-03-05,firm,Nelson LLC,580.86,83,3486.21,63,Other,North Georgeside,Cash
65faa24c-70cb-4f67-8b9f-b2ca4b19d8e6,2024-07-06,test,"Kelly, Esparza and Carson",1276.9,51,5840.64,50,Male,Timothyburgh,Online
90857412-c0ac-4805-93be-2e68dbfe1cd8,2024-07-09,that,"Anderson, Huff and Sanchez",1119.15,25,88626.24,21,Male,Williamsstad,Cash
ef960d3e-80c7-4eac-b0a6-dfa39b3d06a8,2024-03-10,window,Turner-Colon,213.05,36,6046.22,63,Female,Port Jennifer,Cash
43f15613-86fd-4e47-b9eb-ab3624e4fe22,2024-03-04,design,Murphy Group,574.12,49,83887.86,63,Female,Kempborough,Online
efa7d46c-0a88-49d9-bf20-31a1e0e83d04,2024-06-18,machine,"Sutton, Parsons and Rice",178.98,53,4056.4,58,Male,Washingtonfurt,Credit Card
0c520dd7-c8b0-49ab-883f-fd48f3cd6603,2024-06-29,national,"Lloyd, Stone and Mcguire",1064.72,15,98794.42,50,Female,North Doris,Cash
99289813-a5e9-4d86-a7bd-a091705d6c59,2024-03-21,short,Martinez Inc,763.9,90,59466.0,48,Other,Leonton,Cash
d18acfcc-76b3-444c-9fd6-98d7c1832f0c,2024-05-18,draw,Mitchell PLC,1239.52,68,31463.25,53,Other,Meyerland,Debit Card
b34a019f-6b7d-456c-8c66-cdc3e5fb6fd1,2024-07-21,floor,"Jones, Gonzalez and Camacho",1123.8,1,68359.5,23,Male,New Victoria,Cash
16960cd1-2989-4ae0-97e1-47db52d5e944,2024-02-25,share,Michael-Lara,975.91,11,101627.98,43,Other,Joelside,Debit Card
99ea4ef2-dca1-42ce-9d65-99314b4bc2a2,2024-06-10,Democrat,Martin Group,627.75,78,19068.8,51,Male,South Leslie,Online
bba99356-b0d9-4337-8659-880f9d219a66,2024-01-15,kitchen,Collins Ltd,896.28,74,49752.32,48,Female,Anitaland,Online
d4232358-4360-47ac-9b47-ca5a33649e72,2024-03-08,machine,Camacho Inc,180.15,50,67430.7,54,Other,Brownhaven,Online
2b5b4061-7c12-486a-8c74-5ecf8dcf8dd7,2024-02-04,future,Mills PLC,1493.63,7,11973.2,30,Other,Port Matthewborough,Debit Card
75925e57-1225-49be-adc3-80d720faffa0,2024-01-08,modern,Lindsey-Strickland,1128.07,31,14147.84,36,Male,Ibarrabury,Credit Card
eb9b679b-f20f-4c48-b3c8-213215f0c371,2024-02-10,pretty,Vargas-Perez,177.94,75,80244.08,42,Other,East Crystal,Cash
5ff0beb0-db46-484e-a043-f81d64667adf,2024-06-05,leave,Walker-Daniels,920.56,93,32203.6,58,Other,Parkerhaven,Debit Card
c17792ae-d323-4d3a-a640-749d7fe6e5de,2024-05-05,risk,Murphy PLC,818.84,58,9343.44,23,Female,Mariabury,Credit Card
96845a93-75b3-4a60-b213-201181842f96,2024-04-16,skill,"White, Ford and Andrews",1360.71,84,65262.78,29,Female,Snowfurt,Online
41639dd8-855f-4c88-95aa-7e805fa6b6ea,2024-07-04,first,Schultz-Baker,550.72,91,19900.5,23,Male,Port Sarah,Debit Card
2e531f19-941b-4e8c-83db-16ba3e5eca52,2024-06-22,with,"Bradley, Rios and Perkins",927.54,33,11307.2,20,Male,Chaneyberg,Credit Card
7278319c-f4ff-4957-8747-de5d8c4fb0b2,2024-04-04,majority,Wall-Reed,114.6,34,5227.36,34,Male,Chavezhaven,Credit Card
627b0d33-3c34-4dce-b71d-ed9f4501a2a9,2024-01-15,we,Harding-Thomas,959.13,24,37887.73,43,Male,Michaeltown,Cash
6b8a98dc-b9c0-44e3-94da-b6a298984061,2024-03-24,science,Schmidt LLC,646.09,89,12122.0,40,Other,Williammouth,Online
aa66e1cd-70ee-4ce1-a3f1-d4282e2b670f,2024-03-23,learn,Hall-Swanson,249.67,14,27016.29,54,Female,North Amy,Debit Card
6861c654-0b7c-4f89-9800-ba2139474e9a,2024-07-13,west,Jones-Jones,826.54,92,2752.54,35,Male,Davisland,Debit Card
2950ee27-d120-4778-b606-11180541ee88,2024-04-22,available,"Perry, Thompson and Vargas",1411.76,39,51619.05,36,Other,New Shannonport,Online
ce868ecb-e271-4b6d-ab3a-ce32f22cc95c,2024-04-15,ready,Bell Group,212.78,73,21183.48,43,Female,Mckinneyland,Debit Card
a9973ffe-e4ec-40ba-912d-f3275a8cd0bf,2024-01-31,whole,"Porter, Leon and Reynolds",501.45,43,23275.8,33,Male,New Kyle,Online
fa38ff59-072e-41ab-b9b3-946fdb8c02a4,2024-01-08,lose,White Group,981.39,57,72410.03,38,Female,Lebury,Cash
0b2038fe-3514-4341-984e-c9fafd24a1a5,2024-03-31,speech,"Mueller, Collier and Khan",429.75,21,2193.45,42,Male,East Sarahhaven,Credit Card
d3007fd2-b6fc-4d81-9b85-8b6d5acedf5f,2024-06-22,voice,Miller-Lang,759.37,61,33360.67,18,Male,Smithport,Debit Card
5633dd9e-0ad3-455e-8b00-7236c2379e1b,2024-07-25,security,"Ware, May and Lopez",1485.6,68,51970.4,47,Female,Michaelland,Credit Card
56dbc213-6328-4647-ba24-251ee088c5d0,2024-05-05,often,Harris-Melton,867.3,68,13649.94,63,Male,South Aaronview,Debit Card
5f34a754-1177-49b2-b5fb-44eb890040eb,2024-02-21,only,Simmons Ltd,164.03,76,21730.4,37,Other,Kingfort,Debit Card
2b5d9df6-2ee7-4aee-b38d-d5f498b98d3b,2024-05-06,effect,"Cross, Myers and Mueller",992.06,93,13230.08,52,Male,Port Michael,Online
faa3e726-8792-4560-8b2f-82d146d28088,2024-01-11,language,Tran-Johnson,942.27,36,44021.01,50,Other,Lake Jessica,Debit Card
bbfee908-63f4-4369-9dbc-8fb6dd24b688,2024-01-12,question,Moran-Hunter,609.95,34,75107.67,57,Female,Johnstonfort,Credit Card
3d1ee727-64ff-4d0d-a058-12fe9ea64176,2024-04-06,fund,Hickman Ltd,1458.61,25,8000.85,34,Other,Hardyville,Online
b39ecb5c-062b-4c87-ae77-e75b20957ba5,2024-05-03,million,"Barnes, Smith and Crawford",1171.07,80,72145.19,61,Female,Zhangstad,Cash
a12151bc-c99f-40e4-a530-fefe4e80cc74,2024-06-01,letter,"Miller, Anderson and Davis",894.1,7,61631.46,53,Other,Morrischester,Cash
4a6131e4-c804-48ef-9a05-3ba9aa8630e7,2024-04-24,all,Juarez Ltd,154.91,3,37240.06,49,Male,Allenhaven,Debit Card
8ad0efdf-b3be-4a5f-b2d4-f817a1b9ffd3,2024-01-22,cultural,"Merritt, Thomas and Patterson",382.59,46,7131.96,32,Male,New Kenneth,Online
4c5538ff-2daa-44a9-8e01-ddaadb865227,2024-06-25,economic,Hall Inc,1347.33,13,11139.93,55,Male,West Jodi,Credit Card
d3be5eda-fcef-4578-8ded-4d66a517ebae,2024-06-10,stop,Franco-Sanders,454.88,86,7375.83,63,Male,Milesville,Debit Card
09172814-b2b6-4732-9043-4821bf95df18,2024-06-24,heart,"Calderon, Barry and Roberts",1481.19,24,17456.45,45,Other,Lake Oliviaville,Debit Card
8ae30ce2-3e1a-4225-b227-711200365273,2024-01-02,cell,"Johnson, Brennan and Thompson",1164.44,76,3946.14,54,Other,South Jeremyfort,Online
fbb8c484-f4e5-408b-8d25-6ad2e160452b,2024-02-12,point,Campbell-Gonzalez,1409.33,5,4178.4,54,Female,Smithfurt,Cash
70e0ce1a-e29b-4077-b397-a30a04d23eb9,2024-04-15,security,"Moreno, Dodson and Andrews",189.14,94,8071.26,51,Female,Port Angelahaven,Credit Card
c1b09936-7b2b-4a6c-840d-de0acccb15c6,2024-05-09,down,"Ramirez, Duffy and Beck",595.16,99,55089.93,19,Female,North Heather,Credit Card
03a59365-5cac-4764-8e3c-dd0214000e9b,2024-01-03,election,Wilkinson-Anderson,1185.69,72,76989.42,57,Other,North Anthonymouth,Online
958e721e-00d8-4835-8c0b-17d95d479490,2024-05-02,red,Hawkins-Russell,373.46,63,89134.12,63,Male,Crystalville,Cash
6fcb8543-ec61-48a9-a4fa-a19323098acc,2024-04-18,option,Sanders-Baker,794.72,10,686.77,31,Female,South Sharon,Debit Card
dea2020b-7b8d-4f9d-93a9-6e789e229434,2024-04-14,similar,Wilson-Beard,1045.12,90,84618.0,58,Female,Hortonport,Cash
6c388ff3-e9ef-4e75-a11c-9d219b54c9f9,2024-04-08,allow,Bryant-Lewis,644.86,48,23593.15,32,Male,West William,Online
72f03d3c-6e0a-4b86-a79a-bd790354d02f,2024-05-22,probably,Bishop and Sons,457.28,75,23687.49,64,Other,Port Nicholasmouth,Cash
53745a72-1cf1-45ad-a544-8ac93d79a45d,2024-02-02,people,Hill LLC,991.09,21,5891.46,49,Female,Katelynville,Cash
5e339b16-4e17-4993-9d05-363aecdd04ca,2024-05-15,real,"Smith, Ramirez and Campbell",1389.02,2,77386.68,38,Male,South Josephville,Credit Card
f390e720-a5e8-4631-8896-73ebe7eba12d,2024-01-05,give,Hendrix-Murphy,1122.88,19,27842.88,57,Female,Lake Shaneburgh,Debit Card
aa4f7a70-e2eb-4297-80dc-9edb1dce47eb,2024-06-25,experience,Chen Inc,1224.24,13,2861.1,37,Female,East Kenneth,Online
fdf59c83-bd14-459c-a73d-1c17b86a5a94,2024-01-13,effect,"Martin, Smith and Patterson",1317.86,84,8388.09,54,Female,Davisbury,Credit Card
95c142ba-0be8-4f2e-a059-35d977aa122f,2024-03-08,space,"Baker, Martin and Saunders",796.46,83,23200.8,44,Male,West Andrewborough,Cash
fa428d4b-c6e6-4892-a985-73db52035660,2024-05-26,land,Parker-Griffith,1148.23,85,34241.36,44,Female,Holmesmouth,Credit Card
62aef48a-e964-4990-b237-f605bd26a50a,2024-01-02,theory,Wright and Sons,609.77,98,22882.8,20,Other,Webbton,Cash
e50290db-1725-4255-9fb6-a5e7a4d02d74,2024-01-23,prevent,Fuentes PLC,1252.52,77,61650.63,62,Female,Lake Douglasside,Credit Card
26af113d-1a08-4576-9a5e-f73fb4ccf307,2024-01-17,watch,Hess-Little,1036.75,60,9777.44,59,Other,South Ericmouth,Online
53248dbf-0ce8-469f-8b78-2354a51af291,2024-02-03,democratic,Russo Inc,848.45,20,49001.22,28,Male,Vasquezland,Debit Card
7c3f94c7-f8cd-496f-96b1-cb88a86a4efc,2024-02-18,hour,Marquez-Garrett,130.8,82,55404.25,59,Other,Ianview,Online
8401765e-c534-458a-a54d-2c30d6c82dc7,2024-04-14,you,"Faulkner, Lewis and Armstrong",1083.43,81,47315.84,34,Female,Brooksfurt,Debit Card
d492f4b6-aa19-4b1c-84f9-393f47e21e6b,2024-01-31,second,Flynn PLC,323.28,16,43860.6,21,Other,Jeremyview,Credit Card
b50ec0f2-2015-4e5a-9cb6-d9ef7c786f00,2024-01-27,member,"Fernandez, Long and Nelson",1088.57,34,57562.77,20,Other,South David,Credit Card
13814056-0d13-4b0d-9f3a-4fdbe56970e8,2024-02-24,each,Martinez Ltd,604.9,84,9046.26,61,Male,South Rachelhaven,Cash
69b2c3b5-5f54-486b-a760-f7f107cc268b,2024-02-09,piece,"Jones, Soto and Johnson",283.19,59,7037.22,54,Male,Kimberlybury,Credit Card
be275e6f-2d88-4312-b505-9e45e1122e25,2024-02-15,those,Newman-Anthony,1371.75,57,13789.44,60,Male,Rubenton,Debit Card
a9eca438-6092-42a7-8dcc-ed156122b875,2024-01-30,discuss,"Crawford, Spencer and Patel",1100.35,36,13985.76,41,Female,Gardnerport,Online
ed375851-0745-4782-b208-7e4a575211a2,2024-06-12,discussion,Evans-Gillespie,883.91,2,4085.54,36,Male,East Jenniferside,Credit Card
cbc1fe6c-aa9c-419f-8923-fa7545a09f2d,2024-02-16,meet,Jacobson-Arnold,388.45,81,141411.84,25,Female,Lake Amanda,Debit Card
11b3a179-1654-4a20-a4d0-a7f4928228ce,2024-07-01,report,Smith-Williams,958.9,63,10445.28,57,Female,Port April,Credit Card
75d025b3-f4e0-4634-af53-2498cae1e486,2024-07-18,key,Martinez Ltd,603.59,75,7232.88,32,Male,Wilsonland,Debit Card
1001e19b-6c41-44a6-9531-364bec0df41d,2024-05-23,concern,"Smith, Short and Butler",299.33,90,12132.64,38,Male,Bruceside,Debit Card
39a53294-b087-4c9d-9e40-269a858c6f1c,2024-06-11,feeling,Patterson-Nelson,791.97,12,23809.47,28,Male,New Ryanbury,Online
0b52899f-7eb1-4765-bd8d-09fcb822ea2a,2024-01-13,standard,Christensen-Daniel,246.8,50,12452.65,37,Other,Nataliechester,Credit Card
e90823db-15d9-4085-a915-eb670a753520,2024-04-03,skill,Ferguson PLC,309.99,62,51159.36,51,Male,Stevenville,Debit Card
6376cc08-360c-413d-b0c4-c3e7be554e4c,2024-01-24,organization,Ritter-Wilson,723.04,99,37316.7,22,Female,Rileymouth,Online
c49a44ee-754b-4e61-9c39-fe097e17ee31,2024-07-25,very,"Wallace, Turner and Young",1250.45,8,10665.6,29,Male,Donnachester,Credit Card
8267761e-d356-4f66-853b-2e88fb7bc293,2024-03-12,staff,Jordan-Norris,883.64,71,108035.82,20,Male,East Charlesview,Cash
d940a808-1599-4ca5-ac39-4b7f877e3617,2024-04-11,whether,Peck Ltd,1047.17,19,7936.5,54,Other,South Jesus,Online
c954212a-ef67-49a5-b571-ab2795434d7e,2024-06-27,compare,Nelson and Sons,1446.33,10,1345.31,36,Female,South Nancyville,Cash
f8eb892d-5eee-4b32-8faf-bd99b10988d7,2024-03-01,sea,Padilla-Hernandez,319.74,49,9379.68,37,Female,Randallland,Credit Card
a6b82704-11df-4078-997b-82a4be469444,2024-02-05,evidence,"Brown, Becker and Jones",983.28,96,45512.55,50,Other,East Nancy,Online
3dd8bf17-bc97-47a7-b3c1-c5bfcd22ca2e,2024-01-27,behavior,Jackson-Hodges,661.38,84,83295.45,62,Other,Jeremyhaven,Online
04290823-41d8-41cd-88df-ef9f2646df0d,2024-06-24,produce,"Sanders, Snow and Harrell",1195.38,19,25157.0,28,Other,South Patriciatown,Online
3949fd33-ae2e-4099-b7bb-ec0a8d0f5cc6,2024-07-15,network,"Wells, Harris and Bowman",1453.57,61,15346.38,48,Male,Websterland,Debit Card
994fe2b7-b2b1-462d-b210-389e4839312c,2024-05-16,month,May-Williams,1483.71,41,21633.5,52,Female,South Bradhaven,Cash
bca07c20-5f33-4f80-9b7c-e5c8cfea85d4,2024-07-17,maintain,"Beck, Choi and Thomas",570.97,16,10176.04,38,Other,Lake Reneeview,Debit Card
a5efebcf-37a6-4ffc-81bc-46cf09be659c,2024-06-08,six,Warner Group,1210.29,13,16546.88,22,Other,Port Amandaview,Online
1dbb7cad-7195-494d-8105-fa1ad6627992,2024-01-17,although,"Anderson, Atkinson and Garza",687.46,53,5901.2,56,Female,Lopezmouth,Debit Card
2bcc91eb-ec74-46c9-9b32-bdd72c2899f0,2024-01-11,stage,Graham LLC,1030.8,17,18401.6,42,Other,Timothyville,Debit Card
07602482-1535-4857-b739-94bbfbbb2ef8,2024-04-05,property,Torres Inc,1285.42,91,16868.06,58,Other,Stacyborough,Credit Card
fd2b2d90-a36b-4081-b951-c57e73d4210f,2024-02-11,avoid,Williams and Sons,1148.39,40,4905.84,61,Female,East Marcus,Debit Card
aa4eddb8-b9a3-4f56-89f3-964b0d417867,2024-07-02,what,Hodge LLC,281.55,88,12448.36,61,Female,East Brianmouth,Cash
d07abe20-338e-41db-834b-58178d558461,2024-04-29,follow,Peterson Ltd,644.01,50,8634.9,53,Female,Jasonchester,Debit Card
0c877dea-f64a-4f75-8ccf-4dc7b70ba576,2024-04-09,amount,Reid-Gilbert,819.04,36,77838.75,52,Other,Lisashire,Online
913d0815-6e85-43a3-82e4-dc11ab6c9b51,2024-06-02,finally,Perry Group,432.04,10,56299.05,35,Other,North Kevinchester,Debit Card
0998bacb-99c0-4bed-9e3b-c44036db1add,2024-06-07,a,"Glenn, Miller and Griffin",1460.33,65,47845.66,27,Female,Loganport,Credit Card
b68e27df-037f-4298-abd1-ca17754343fa,2024-04-15,nearly,Richardson Group,154.06,28,78459.24,55,Male,New Peter,Debit Card
e9dffe4a-a5ed-4eb5-8f46-a40fc3296a41,2024-05-13,statement,Coleman-Brown,1070.26,55,5859.92,55,Other,East Lindsey,Cash
13ebb7aa-97d8-473f-8cb1-ed72c9a517c2,2024-06-16,guy,"Garcia, Smith and Ramos",601.41,92,37407.44,18,Male,Debraview,Credit Card
0f014686-70c9-4d07-b22d-6698ebe300ef,2024-07-09,environment,Walton Inc,855.95,25,23215.71,50,Male,Chavezmouth,Debit Card
46e654f0-15f7-4b65-a260-a62d42b93ee5,2024-07-20,leave,Edwards Group,364.45,94,54995.76,31,Female,South Markland,Debit Card
8138e608-1ab5-4a19-b1f2-9636fed509dc,2024-02-03,point,"Lewis, Sanchez and Turner",156.02,47,2215.82,61,Other,Port Johnbury,Online
c8e2c134-4cd4-409a-94b3-88ceb92499c9,2024-03-11,teach,"Smith, Terry and Obrien",811.59,59,1243.23,40,Other,New Erikstad,Credit Card
15e2798f-e227-4f4e-b061-b147a35b3f94,2024-02-20,could,Green-Rogers,1118.63,5,45773.52,46,Female,Rebeccachester,Online
a6189201-53f2-4ff9-840c-f8eaaa812c96,2024-04-26,already,Henson PLC,764.81,4,11199.36,35,Female,South Jasonland,Credit Card
ca860381-dbbe-46c7-b33f-0940ed47539c,2024-04-02,half,"Phillips, Foster and Maynard",898.28,79,49230.39,42,Male,West Lisa,Cash
5162e904-aa16-4967-9471-d242b21d3246,2024-04-17,anyone,Jackson Inc,507.13,57,18721.2,47,Male,Rodriguezbury,Credit Card
4d845f59-aa2a-4c0e-af74-e33c99bd808d,2024-07-17,remain,"Ross, Clark and Webb",404.89,46,31240.3,50,Female,Mauriceside,Credit Card
ca6fc922-7283-4224-9451-925794198526,2024-06-14,change,"Turner, Kim and Leonard",1018.82,25,81367.36,41,Female,Port Tami,Credit Card
32efcd0a-9382-4773-997d-d5f484be58a5,2024-03-16,minute,"Hamilton, Romero and West",1231.35,34,50171.97,63,Female,West Tiffanyton,Cash
bc4eec39-1118-42b1-b3fc-4472d9debbd6,2024-03-10,policy,Perry-Davis,165.06,49,51357.0,49,Male,Williamsberg,Cash
1e1240aa-d89c-4368-a537-563f3c6e2910,2024-03-31,listen,"Wilson, Terrell and Kim",170.43,9,12406.49,34,Other,Port Linda,Cash
525adf1e-5161-4617-8c08-05fb5f44acc5,2024-02-11,detail,Becker LLC,810.9,58,31039.47,50,Other,New Ryanshire,Online
07beae71-143c-49d6-9611-eef5c948596a,2024-07-19,see,Kelly PLC,1060.85,53,21440.16,37,Female,Thomasmouth,Cash
33d32c98-aca7-4fbb-b543-2ec021f21032,2024-01-07,doctor,Mendez and Sons,1409.14,4,12291.43,62,Other,Morganland,Credit Card
47dcfd8e-e5aa-4d0b-b4f3-56f97adc9c12,2024-04-13,four,"Porter, Taylor and Moore",123.45,64,91734.93,46,Other,East Antonioborough,Cash
04496bf2-c10b-4435-a571-b300c4f5c7ba,2024-07-22,itself,Finley Group,377.8,24,7221.0,31,Male,Carolview,Debit Card
e4b51b1a-b885-4e78-8aa9-77c1d7fba1d2,2024-03-10,matter,Mcguire-Sanders,883.09,16,42980.88,19,Other,South Christopherhaven,Credit Card
828b43aa-4486-43e7-b706-1dd8aa97e368,2024-01-25,school,"Drake, George and Davis",985.02,24,44499.0,47,Other,Johnathanshire,Cash
492e27be-a5dd-4bdd-a3ca-64a0a880494e,2024-06-14,west,Chandler-Palmer,1157.78,66,1250.11,27,Other,Port Abigail,Debit Card
403097e4-e1de-4ac5-8a96-91db6e298417,2024-06-05,house,Williams-Smith,1074.85,39,98677.6,24,Female,Lake Debbieton,Debit Card
054b42a7-02d8-42c5-bd34-8faaa0ab2b38,2024-05-02,result,"Jackson, Collier and Barber",1316.82,69,43512.3,36,Male,North Rachel,Credit Card
8387a168-4638-412f-8721-9ceebeba72fe,2024-03-04,example,Hill Ltd,608.12,29,28498.3,42,Male,New Lisaville,Credit Card
a01cf58f-776a-44aa-9bf0-acb2e791bf54,2024-01-09,leave,Perez and Sons,988.39,9,6726.3,21,Other,East Markburgh,Debit Card
19f710fc-8045-441d-b796-c40779f245a7,2024-03-26,country,Ayers and Sons,589.1,39,52519.04,27,Male,Hawkinsberg,Online
a1c23386-aa43-4d7b-b657-6edfec9c41dd,2024-03-13,many,Holland PLC,357.98,65,67292.01,32,Female,East Elizabeth,Cash
f1a93cad-3d16-4355-b736-da49537ebcbf,2024-04-01,discover,"Hill, Thompson and Anderson",1297.35,18,1410.6,62,Male,Jamesmouth,Cash
673ba242-77f0-4978-8a16-d8f590cf8be3,2024-05-04,until,Hunter-Richardson,944.16,47,78747.4,23,Other,Jamesstad,Credit Card
7c3698c3-6a95-43d3-a1ad-3952122e9fd8,2024-07-01,discussion,Wallace-James,1376.5,17,21012.16,57,Male,New Desireeborough,Credit Card
6973ba4a-ae31-48eb-a39a-60785995aa87,2024-04-22,including,Gomez-Burns,1138.9,64,19171.88,31,Other,Ryanville,Cash
cd29f509-5a93-409e-a3d5-bf45bee8140a,2024-01-30,good,Lam-Gregory,130.68,42,13375.05,44,Female,New Sherry,Online
74df89fb-b693-457d-a68e-e017937d9fe0,2024-03-20,middle,"Cooper, Mcclain and Cook",1276.97,85,119864.64,50,Female,West Alice,Debit Card
55c31dcf-ac9b-4f36-913b-ef4b4499cb04,2024-06-11,political,Johnson LLC,1158.59,41,91244.02,25,Female,Port Peter,Credit Card
f03a7387-8482-420c-9834-bbfa6b71c99a,2024-01-18,simply,"Thornton, Fisher and Santiago",1239.85,20,67192.66,34,Male,Michaelland,Cash
6a247345-d175-4039-abe6-b0cd5251c4f8,2024-04-18,less,Marsh and Sons,1167.79,68,55321.56,53,Other,Bestmouth,Online
c0acdcf6-4491-4036-8ba2-976917f14b7a,2024-03-24,heavy,Rodriguez Inc,339.26,56,58377.96,59,Female,New Briannaview,Debit Card
59356bb9-9b3f-481d-ae3c-1fa40d937c0a,2024-06-10,news,Strickland and Sons,1096.95,24,89145.18,35,Female,Cherylland,Online
9bb46792-867e-42a4-8fa8-e5a9fcd85d68,2024-06-30,oil,Mason-Ramirez,1251.71,36,3803.2,20,Female,Port Michaelchester,Cash
fc68ca0c-4cbb-457e-a151-b816b35570ee,2024-01-01,certain,"Jones, Johnson and Vasquez",655.7,79,34762.47,61,Other,Vaughanville,Cash
8b44fb5e-c29f-46a6-bb47-8227ef4389b6,2024-03-01,lot,"Holmes, Ramos and Hoffman",805.15,68,15655.6,58,Female,Smithton,Cash
c77bb8a7-d4dc-4e94-b544-ecd31ec0724a,2024-03-14,pass,"Curry, Richards and Lane",781.03,56,8111.04,51,Female,West James,Debit Card
8c57c016-b6cd-45da-99e2-8ec77c66e70c,2024-03-27,include,"Decker, Smith and Wilson",1264.82,72,36931.16,42,Other,East Samuel,Credit Card
65aaa96d-775f-40e2-a1ab-61018fba5699,2024-03-22,human,"Davies, Thomas and Brooks",255.97,74,29994.53,56,Other,Oconnorside,Debit Card
2f93bcf2-cf72-4978-9688-bf2110921b91,2024-04-21,pay,Yu-Smith,176.36,25,42193.32,32,Male,Stephensville,Debit Card
1134c78c-d1e1-42a0-bc54-fcc7eb2fcf30,2024-03-11,face,"Nunez, Jefferson and Glover",987.65,89,21580.78,40,Female,Jesseside,Cash
66cb6c15-5841-4162-8898-a1ed0da02475,2024-07-25,war,Smith PLC,873.85,71,19372.4,57,Other,West Kevinville,Credit Card
3dfd0adc-16bf-4fe1-bbc7-79ee5541eace,2024-02-26,it,Holmes-Rivera,437.73,79,3537.16,57,Female,North Lydia,Cash
02f29211-7630-4e4f-b9a3-0ad96ab8fd9b,2024-05-25,prepare,Vasquez LLC,338.95,15,32472.44,21,Other,Andrewport,Credit Card
3b05d54f-0bdf-444c-a021-19e842585d6b,2024-05-28,involve,Figueroa LLC,1184.54,89,23249.54,32,Female,South Melissa,Online
091d95be-3355-4946-a472-462ae54f959a,2024-03-24,them,Greene-Baxter,972.1,47,73044.99,36,Female,New Jonathonview,Online
52ca3f6e-4891-4311-bead-8bf9150c1d58,2024-01-08,term,"Jenkins, Jones and Jenkins",846.09,23,11133.4,42,Female,North Kristinafort,Debit Card
2d8c5839-74ea-42ab-9ba7-3f96d96efd87,2024-01-28,member,Christian-Velasquez,865.64,29,51904.36,48,Other,Ambershire,Online
