"Position","Job Title","Company Name","Location","Salary","Date","Logo","Job Link","Company Rating"
308,"Data Architect II","GM Financial
4.0","Irving, TX","$88K - $124K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/488523/gm-financial-squareLogo-1626361674670.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1108&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_ac30401c&cb=1718615883912&jobListingId=1009263238208&cpc=C4A69CCDBB3B9599&jrtk=5-yul1-0-1i0inqfn7jkth800-3c781b407c9b39af---6NYlbfkN0CfpH2aSe_yWN7pjV6WFrWU4hEZi9Btn9eCdDUBIhjK5M5mY81rEexvugfeSup1QuFIci-SxNIg_t4EQPymf1cYbNPQiCCtEeXG1iXNs_7xv9izeE7wRHR-p-_jX8OnLcgapwNkVyZtL4W5T4wFonJ_inPDDMYFdOrP2mvFKOGw3smbdIAA_aiyD-f0yKzc-_6ao4ZLD2D6U3OjypTYCZeBERPJtZdYEWhXFXwit8rJD1H7IIsOd4W7xUgWW1ADP484O5YyWUC1L0ugknppkndcnQAES7IATYi5HF-oGw4In4rbD2Zs2XXV8-ia56FpVdbJ301jdVKunb7PjiUAm9Vm39tco3a-_cffvdko2kuW_qnG6aY02o0hIlrSWV39YLd-OGrxj6J0YN6a9yA7eJlQCGwxRUS1L8GJNxtNM62Szaa9AsUe_UKR9xLR8YAdFYunpNd8mQSBLmhtUrBi-zz2cysmEZtrQKJ0S_Za3FxkPsmd9K5usDy8xaE3SAIjqelur1hT-nqbCLZLbHYeXt5ga-XNIQsdE_QQasapWMLbfg-z6Ij3b9PwoadnZ-9RPzZn3tllIyw8nLujxgyeevWlOnJmlQ4L2gCp4CT3m2ZX-q_MZyRHHi1A4DMt1Xm1op4W1jN3CUdsY7Mxr6CwhQVem0yHBQ-4tUb1UWj1GPdOXDyyw84Ybi03FiZNeSe9B2HGWZ6uFUspJN2AVkWBfiwwwU46tfp1-GOKJ4mWMth9-OYXAyDTvte8UsdrjYo0wjC6EXn_ODNdCaoidoqo2usG0jjkcC0brSwV70ub8XWuJhjU5F-aOCLoX52gapKMrPmVnfRtnNhUHTrWUuyMwyYM0sGOERr33Oq5L6SSYl_hJAJ5taIwCQAE0fiqOyzB5eyBFlhyaoTSHfym4OYPEkV_",4
309,"ML Ops Engineer - HSS Orthopedic Data Innovation Lab","Hospital for Special Surgery
3.9","New York, NY","$140K (Employer est.)","30d+","https://media.glassdoor.com/sql/27388/hospital-for-special-surgery-squarelogo-1578357384856.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1109&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3abb05a&cb=1718615883912&jobListingId=1008719120975&cpc=FB7E4A1762AE5BEC&jrtk=5-yul1-0-1i0inqfn7jkth800-c2a2dea81b69bbff---6NYlbfkN0AfwonLx538BKhAJ_MkL7qxYlxKYEohiHQY0LvQzGNGPR7bcI8Gvl0Z4tM8LCxRowCA-j_pE9_wc1SvuMpopNYZmdPcZAYtnHlcR7r82E4kU4YE3F78YbBrFahgTCYnMk8LuG0M0PinW3DOFFgkzdgSGNAyNaOKGoakH4nPb0LILnAJsar3FPQz_RnjhHLoowWnawZeL2Uy2NrS0OiOrmLA7PzGMUP8rchzvXMxKL2P5hR7oWzBgTgO59TdeYkQmv5swfaCRReX7pdY3QcQ-X8nmdsHHxd8sDXuWeAwS_lAFWRuegb12jhGqpm4q8H6AumeWyECKm7H3WnTFU1rJAq1vOEV6yfx2ZWwGcJYnZOCuREi-3Y5QDyFmx4RzOFU1gFdrjBhfRY7zloxv-rCMaBl1j_VcWy-AbGjBt0xkT2aHe_NbgQjFEesmHPx-ov5FtAhH_qtgA4jCzt1AY6aP3RtLAVblV_gbcJ7Nkey87QocB3AmQtWNqQ1fhl6YEGQOcvX-ZeJG4i4_9OfIVIsCkeTEgyNj3VJahsAqEK96PCkaAtr4E3dOcscuqwNfipWJu9hjABlzy1eDJRIjOuQdLGeDRhCYST6dRL6B3q5IzshFqiDDzjMoHFhJQ0mUDbfiv_MT9xx6D5tT5oGpmdshUkhGd4Axt8gRQNNvJ23_W2jOcnKGxEruywqh1M7YMuLmMZUf1N5Ndh35GHRCS_zXc3COVvRPAFf5z_pQh87fJ_v6H_pvNBPzBChaZ5C7zQ919JK91mvsx6JhmrxxIf8XS5OOhyyBMWG9bR8HYxP6A7-Nu2YtngH_PmSbh5W1REntSpxo7BA0Amhv0y9BNCMhIEf0Il28TnkmUanjQzkKSQo9UQayoNi4CBd4neabDSYQaXV2pWgYadTJ5toAvQB3q0z",3.9
310,"Lead Data Scientist","ECU Health
3.7","Greenville, NC","$115K - $173K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/474877/ecu-health-squareLogo-1658754416758.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1110&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_a48d4259&cb=1718615883911&jobListingId=1009250377228&cpc=654405A9B1E0A9F5&jrtk=5-yul1-0-1i0inqfn7jkth800-60f6129d85dfa70d---6NYlbfkN0CC7TNvhFIMtf4TiUsXW9eR2gfepUtIde9kOsWm0f5WC6rNSiD9t4Fa913meeyBzjKBh2CbSYztVCG0T4OQkLbIzynBMSQImzokL4DeMIIOJ3Pb6QFrirKrxRAH3hruZpSpJEyuxYFyKlolexgp3-JG9CLGqcwVCqC_Te9FQZFIT29qOiGnwce7u_Vc-yONAb1d7b5yO8F_n8r_OrrwUSUA34zi41Q1BTiRpTgVsbIPAd4x23LO_42imDERRAh9ZIUklmDuE51WtyhLVeamoKeyreMd7xL8eNmrt2SCk2qau6Q3qMCfnbPQZbP0yj7Ltr7M7ltrsgauTzUwORl5W1ID1te9TCodCX1xsQjx3T0Fn65ubBUr44ypNJCJrC41WResLaFj_QcR8DaMi96PIDnmDEeDxjSyqV3A5bwSdVx5TFaUfx29UumUuK66rX9ZLwbxIDL3-VHAAOPUKkSWOYiiE7PntDd6q-r54bv6ub_dh6uc5nOtSLR-2_jFpXxh3HK1ini2F_PsLDbJbDec3Dx7SHUS6Wt64ngExU5W4rri4XkHetaWIoIGdpN-vTtxaa9pxT7Ndz_Qid9tHo7DN0TWlFWcqGISYUOa5KQdju2VgmVOAxBZoCOi06ebzXz-raHZ_s4lOAIBWSxdrPihQsyMt7Z3dAKQT2LD5CAJB5C9qVrhVemwIPT-rNNx7VCwMcEk_wo8cHXkcA%3D%3D",3.7
311,"Medical Information Specialist III","Inizio Engage
3.6","Remote",,"13d","https://media.glassdoor.com/sql/8794153/inizio-squarelogo-1686067168894.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1111&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_1ffb2153&cb=1718615883912&jobListingId=1009307211920&cpc=8795CF9063CD573D&jrtk=5-yul1-0-1i0inqfn7jkth800-fe027fc8e23c4140---6NYlbfkN0Cj5q7ci9j2SncqQ1w4XhRvVZPDzgJIf779KjkIt1WaMySFyIMnoJAgcmSMPA2ZhCGTlnFGw55rJslk_RoCqZ9ErB9DEQLyCmBimkHX3rayQ8HtbQ9q50w4ftqbxlQJU0399tL-CkmLuJffWQEByz35AnsCwgRpOgpF33NmS3ekTnRLzq-xlkvIk1XbBPX-PFsTqGCkaxtWKly3lemKMvxE9ATvNoVZtOFc5FQZ-UkZ_zG9c3NL59GWBx9fvuAsSxEibvnO3S0_8ObM4qToxHCq3hMWkgntc8tW24bD2ePoY_XtwXdkrtHR0HbEF-9_OTy9AiIn3x-0Wgft4qR58GVF-G2I-QqhVYczLk2CT0glf25j8nHI98zULVgB6fg0VCwOIPhHVj-F9VuwUyS0iurW0nEShPKi5Eew77z57mhbOCU22n6hMovOf_6dv5IqZCoXUctAqUR3uDO-1ly47xKxs0Bt1YBt_DtqL83Mmn87YEVqbceehoItWI9XhYO8yyR7ou0UROFdiHW-hrR5cOguifTtu63NiX5DtunBwoO3GwRdJYqhb7dEmQYEhiI7uNe2f2BPsuvaZBxk7cLJu8u0Rqvf6GalZ0mtwRP-O2VjJwDG9d4NG5yxdaDLOPx1OqRhdfppSAmwYLOvqsJJeUS7e6FOhK0MLOmst0kHZXRDc5DEpQ2bx_Nd8LGxqW0fSECFm957sDJvU99YQtI00M0rCrdHMFggOYrZ8LnztTIp6g%3D%3D",3.6
312,"Vice President, Analytics Products","Insurity
3.7","Remote","$200K - $260K (Employer est.)","6d","https://media.glassdoor.com/sql/155115/insurity-squareLogo-1626619861165.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1112&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_33769269&cb=1718615883913&jobListingId=1009317458982&cpc=AC285F3A3ECA6BB0&jrtk=5-yul1-0-1i0inqfn7jkth800-b9e959651073f22f---6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CQA5MKSAo_88dE1cvPgoxwqqc98LtvaNhypPXjQkInKXnVpjHyFwXdAbDLCIkQ9NFzsdul76IZMJ5iHTmLtX_Kn9-JV7VdeJkUtc-b3lZD-uT74uFChtDr_9VZnWDfLNDECtJf3aHIwPS8gomGlTdowExqhdoiHU7KCyRmDvoo2xtjPgKz0_GqEwjoLrejOVSJTsymzBtlRMGWNbztIyBWPmicb2XNS-hEBltmbqLkJB7kckvfjA34tTAH-cKhJWUu7tpXBNLrFy2RFIDcDl7mICV-vdwhJGKxRN-6bsXOq771UVkdiP9Kdar5lXLGWYU1J6EFjVIy92URM4eqjTvzMmHFz_qXdI3q-RpQYwPxQsSPzEfgA-9N7nClnPN4mkdat9ec3D88VMJwK1no09IrnStnEb_QDwdw50Z5eUhK0RL0OiiqojvukJ65i02Y-WYeCw9pA6qe67pU5ePNzf3pN8OL4IS1I140Z9EVZwjGLhSLD_sNmiRRerRel7lQ-3qm2kBlZymOh6oWbbdVMgxzzYcHr-UzpyU906xYrEfJgURM3-ZscwBvl",3.7
313,"Data Scientist","TEKsystems
3.8","Fort Walton Beach, FL","$55.00 - $65.00 Per Hour (Employer est.)","12d","https://media.glassdoor.com/sql/23297/teksystems-squarelogo.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1113&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_3a4ca380&cb=1718615883913&jobListingId=1009309557665&cpc=F41FEAB56D215062&jrtk=5-yul1-0-1i0inqfn7jkth800-428bc4fa6c66ba2f---6NYlbfkN0AuKz8EBO1xHDEL7V2YF9xF3dC_I9B9i-Zw2Jh8clPMK7q0a0Xo-ayijSgfS81tFSJv5vijqpyDmQ_sR2iXDtiijNb09--XQ0IWGOD0pOSgI0bUgGkNUzL4cFD48d_zEZm0GO3uDoDDy52wuc4X0RbdT3Islj8m6RCBAJcAKPzX7--0CojhGO9Q264BnueK_me8biKretOwIzTKac7jXa9cy464ztUdQBDKyn-ph4tA7pBrqYHQCk1Tmyy5EWNkuPIZP7KnF6H0cL8KjV4bVkNJP_18ZlXpww36JuDrF1muN68x9PByMz9M6mkpYG8xe_QcP3t6YKA6nBRJb0cvbFyTpRRa96raowmH672yOMncBuPtC7TOntPpoIgmHodoqUzmoA5o3zn__ikXY5wcSzqnJrNjF25qABV2ZzWulot58eLpjiXPSkoRMzm37yXNhAy1lGRQLCA58zroBj3JmPpPcvzjTApAvBVgb5cqXEZgp-8I4dn7jtVX4mAlk5RlhsIsgYbPp-JWtAQWnk0As4iPjujCp1WKZqqubMK-jtlOZxznwItpyEY03oXXwRsoVFD8vMDVsfLQsLtnmgRYznqxWShGe0P7vQ-2yt-X2-NLjZ7gDXm9_amqt0Z8zY8Y6T7RMx3J83TeEx4AGuCJVYuzSLV0QR7Sm3T_c5AwCkP6vNGCFBN4mutw9pTnSktEtswqQmEZptYnG0qZs0gmqwTHJjO6097bszqnXrnISjfkxmCRY9gf1ya3MwXlu4NmvWiRJv7jf2XpIhoWqqC_VPSlRvefMt7-1ewpHioz1R5CmML_3pn9OAKX5Jft79jv-luaBOTRdw-20Sc8_kglkchYEyX9PsX0K34Gqd9gXebjw8l7HBgodTzWcdh1EVwt23kepeMmYWJs9adCIXr2quzUCxWFN3-CT8mSn052BMzVuwyyBbYKOR4LoF3d88jYsy1AWzwXBh_TQ_LcZQPUczAfq5z97aJ2bGRkr5WO26gyHrfyewdgoorEhIvg-PwkXDyF3sJNi3LNXozVnJbwS2Gh_oOelYlVm_s3qIzJE4qupNpvlKHlN8VrWsfBTQ1NPgDhy8kYg9UHqXw-eTSI0rfb-GAUbQWnL9sIhtTvMIbv0Qtk3nQ_rRyg",3.8
314,"Manager of Web Conversion Analytics","OneMain Financial
3.3","Wilmington, DE","$67K - $102K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/13598/onemain-financial-squareLogo-1694524001500.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1114&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_922505d9&cb=1718615883913&jobListingId=1009226248599&cpc=451933188B21919D&jrtk=5-yul1-0-1i0inqfn7jkth800-6e8e1d6d0a678625---6NYlbfkN0Bjlu5n-gv5HO0Uw8oUWkLCzq7-4ueCq4bqHo-b0jTNgMISXVxtI2VXPS1M1c7PGSgNdaUpZvBm5jl3rVXbLP0AiRD-GhhjAj3RMSRaf5fj9Ar5hKpurEvwIJ8cBywKlvaT-RGDPykOMIouyXP51hC5F-6SZeb74y2g7fWOWgsTCS3qsUrS7pIJf-Oc8211dZ1nO21ipBBtoP-EsjRi1ihsvEr_HCOAQKViRjNyXaBFlav3qLp1vOTxlfDHNQ72XKrQHw8w_De9Y2H6N81lo_cPn87M0-pplzORKWPNEEgGArZGxEVDe-vQA7ccWR2lNZpQvdbRBUM6VT180p-AA4owVafzG_VIDncd0l83mHJL8XZNp6PPs1hPdBgI2QToWMA6O0uRxyivM-jI9Y_dlId7G4XXtWpqc22KP2C1_SJOIMpgrvo0-88NIRhvs_VvZxXMS7TCExpl2torY9Ea5IDUR0DCyUpxBn90b2HkR6-5kkDNGpRYZwBSLgpFK0yuoV7LPuMhf3VYcPGa_pQW5d8swMURsDHp698h7kfytWFncqZfuxYgqvs1fZgUkz05dpDpxyVQ-HKiiKaRicuVByqqE8XyOEivPxhamd76gPbqtDj-FowGkA14FRXBm2kIvh_4YCZBxGVdEz3UV1o2HDbGMGBa_dYtfPxkHEDvWC5N4pdx0XKtnqao8ilP0zn4XlgPw0fzbcxRs9xFDbHFCsXONM-UGh1rlzEf7MFcartop06_Qx5zH8jmSD5PNtyyp0p4-yHAKxzoytsXC_aTtGKDqzNdiuUP9CQ%3D",3.3
315,"Senior Product Manager, Generalist - Remote","Dropbox
4.4","Austin, TX","$137K - $182K (Glassdoor est.)","9d","https://media.glassdoor.com/sql/415350/dropbox-squareLogo-1657109751915.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1115&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3311a16&cb=1718615883913&jobListingId=1009314421769&cpc=FB7E4A1762AE5BEC&jrtk=5-yul1-0-1i0inqfn7jkth800-7c6e3abae20a59bd---6NYlbfkN0BXuQyu8a89IGjYOqzws6EwobUQWMJj07p0mQmaAEzBiqK32L4DcdYlq0pamksdLA1QksDjRUxBvqTD9Ja_EzQqLfkTgrPOMdURZRhyOgNKbYOhQpk3g9mszICH3O6hcU1PbfGqdocMwnyaFHZARWaWfA1hq5U4w3wR3hu6YutRog7NfNEIbznioPwdCFzBuraLhJQLHQOdyKt9znzRvqbT6gpRgBJasHqRTaOLwTMnebV7EBZw5SUxDt5h-nJiZZSFaOlxfQeiRUZmP0Y9J7W-RuvI1HvUzcF4CGqWzSHRvfrTT3wR7YEFuv1w2VsCu1HBz-LU7_7bdLozbCyIW4hdYVJOSr5aah4KIj3Vqwn1viY4nu2us21JWpPbgjQY3PJXJtn74GUkTkZxEP2z2nG6vN4yieJ3v_Ug0yWj_-Da9En6Gnjb20A_Gerl2tKRyllRZwtmKTtwYlAspFHTkJ_hyKsMWGNgVjg6so3F1GpDERSxvDgXegRqmdYf4UBXaJ_C19RqdzVc6Nmgxsyb9fK2wVtqa5FHiuReaHQNQEb2mbtX4LpMbkg9uiEFzG1ozLvOr8bhcT7MWAQ5JDaZR_VDZiU_pk6SFyciBiUEsaMFtr43T8zCpV0AmzgPZlPh9jB4hvcSUrXz8ttnHWBKTjfdW8gCwIIQOAn8G8n1pJSKeGXHlkGM6GGXDxD9RTM9qVVuf4ZtiB3kahpk9n4DEnRIpk9rw54RQkmVq_2Y2sTQsrQ-rAt1-l84Jwc0ygYehTd-3Ptlm_hu6MAL3ObQsL8400bvvnU_0PmC7pd_zbXbZ8NGwOhj1g0YRUlKITiKGo6WVvZ8LVFLVg%3D%3D",4.4
316,"Senior Product Manager, Generalist - Remote","Dropbox
4.4","Detroit, MI",,"9d","https://media.glassdoor.com/sql/415350/dropbox-squareLogo-1657109751915.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1116&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_ca98a394&cb=1718615883913&jobListingId=1009314419525&cpc=FB7E4A1762AE5BEC&jrtk=5-yul1-0-1i0inqfn7jkth800-91115282bb611a23---6NYlbfkN0BXuQyu8a89IGjYOqzws6EwobUQWMJj07p0mQmaAEzBiqK32L4DcdYlq0pamksdLA3UdwoUlLGVX8u8wK_IVSlJteK5wRY_bO2pOa3W_iEVikNxnC2FTcJSG3KV3LvRegIPuPi4-0-u9uhqS8p2JpHm4Cz0wUQ4vFNKXFOHDxl86xvW-iF6m3QobEt__9x-d7pc9U7QbXWGfZJGVRuK8shY27KpPo78biSHniU7DHE91uBlmOYhLC3OGqKngoXRVynZ-tfCYtBeakW8pe2ATlXm5k8xmBlIz26WUrAC_UKy1BUemeRYrVQe905iZxi6hbQiKGuK72p8ZkMOgP_xZLjLyRm5ahFAYuToIvSsAw8bCKfjDmD1M25mx3_phE942wc6sj8U3tLp3XBEY52LKu-rvio0CpDGxPdviBR28ly_ccDrAJARlM2YCkSe6N6N78OQPgB9z8agCHEgck63Vd6w7Ur--KIU5t_Yr3P1rg9MEsA9bfFWKLy9zEv_FUIX5YhOxx47xL2oEeucDdpRR8sPFSRpClxBUaQlN8BCegWB-NbTRnl38nwVfWe6f8ZZ7JsdiQ4ItbcEetnnaEQrcDLVl9nJdik-_Q_dYYSrni8pP9yNYUs_ltrbsMNM9_yElPTgoZu6ihc0lBaNuwcACiAzGV136peYsisKGK4UYZZvo-z8yXAGVHQRVF6L12p-FxmK2TrsXmzeg8SK8ClJYvZIXSsYIoAJ1IjY0iErxiAAq-wu_9istiRuDyWmxeVgq7eHtOTsZzjtH77ZiyVlx4dX6BH8qmT_8_vVgcq6esIejNVxdbEUGKI1oMpdAByQBnmAwtD1IhWVDw%3D%3D",4.4
317,"Senior Technical Product Manager-AI","PayPal
3.8","San Jose, CA","$97K - $234K (Employer est.)","30d+","https://media.glassdoor.com/sql/9848/paypal-squareLogo-1705432561690.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1117&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_504e22a8&cb=1718615883913&jobListingId=1009232942229&cpc=47CFDC01B3F81FAC&jrtk=5-yul1-0-1i0inqfn7jkth800-b3fc5ce536081d3e---6NYlbfkN0Cp7IqiAuxCZHj6RWo2-_5hmds3H5birKDWwBLu1tSBk1Py9RsmwRQVS4MYH1Jq0ekkk8X43XpaOPzIk4a_OtH2dCInmLxuqsk27P8gK4qhMbVc3yBTtLpJowVr_i1_rCqWuTT4r5RMRYJZewdnGNeNbdgVCjeWpDiPH-BXEIl9wmhFkg4dF3-JIYbt8nIo6AJr3vRhRiZbh71dyfzEVDoWUqXk9q4xH-h3nGYnfAa_lphXsA7SX9-EUJXMz6q_5VVoktntKxij-0I8B--1bzf3OhxjnwPRyYI3dJB6T9D2zz0Vzrt7oJHHVu35QqI_tGb5mTBdA7DbRXgrX7WmUsJ-Zi4jkw6jPe3hplTmXT8kDAqJirFQ_-tXpCOTW2j7EXrv_k1PNe_YytdbVQvwYQ08vCbIREBJlsLUQkmlrKGtH0nFsmb-UhDmvzl3kSBmp2sE8ALrgA9crfxvbJqlf6qh4ho_6cnefZbKH-BzcGvAwBqe4ihP6XEJEagmaukALjNo5JunL9c5BTqnB4HQgkslb1qQLPRfan7EmxEijy4ltxSRQTzTn4zozytD-FsKU8E5ZIuHoYzk1EaibKd04XBBJyPybV9EX76ekTL8Zw7_OIa8EkHtpt3cPSNZIlypYlpQIguqZDUVl94maz44nhSlerp7DKZ_8AA%3D",3.8
318,"Data Analyst - CXD (Advanced Analytics)","Vanguard
3.7","Charlotte, NC","$102K - $140K (Glassdoor est.)","10d","https://media.glassdoor.com/sql/4084/vanguard-squareLogo-1612802515459.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1118&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_871122ea&cb=1718615883913&jobListingId=1009313428664&cpc=F41FEAB56D215062&jrtk=5-yul1-0-1i0inqfn7jkth800-791d2d475d5a8187---6NYlbfkN0BWQs_M7ZA8XLbIFWVw-PYcVVEPryqVLyWhKaEKPskHy2YkbHyHJDwB_nHc5A6JaMRYN19bQuYskRcssBGOPwxnU2d7wdFVp3gQ9RHz2xime9gAbeRWJFKXvIgF6RNkeBEkaZFmcB0q4lgeh456m6VG6bpLSYROM4tI71Mm7LgVKbPC2RGtZ1UhAD_KNLpMVHCnCKw_sbVDbkzRTfs0vTaQgtcVdQHniWz1X0MasVDO-GSAOZVKgurOoAgFrsDd6bZGTghRL3F-QD3aTm-0yX_sAN40g99zkU3LsNi1uuPvpXgNT-o9M4RUhU8gUOlDMvRzJF8xJzZ7Gm-IjEFAQK6GSwBQH3U40xICf6eGh42DWs0SOZwMXKqSjRxY9uAyd7zDib4oDNJjnSHcujFQQnm15WI2LM16-EpeJT8D04gsO6Bmsy4v-AB_0qjuk8s8v2aDZE8H4u150Q4PRFYManhayytkvM72HNrHjrvq8nlhgD0pf5E7TF_cdokY-WFiBZHZgwSmz800JhuMo5P-f7Y5rb7rtOfAXcFHGrk-NsE6zqeQWTDqDpxC0Yd3vsacBpgSpwtFRRrG2K0pipj4DiGNke-Wk6AE5tSw6KfVB3rK8asep7XNbu3WdmbvBT6r-JGge5cnTG9c4priq3ma4DpcXFlLQtslSKlItlE_Mp9SchRJC_MJTsCWJZ_DuVAsq0Imo3LMdeJrwZate66KlmeaPDpcmRa0bWdyL97E6BIRpLvbukejpKKv_Bs-s64U8BGkKPVI9StQuFepY84wNQSQrg_bJdOAUOibR0DphHRjLLYiTV5K4j3cp_oSR_3TytQXKYBmN_LnNIIy1e4kk2QMcHTwkD1_eCUSp3ZBRukI-yWvsZ8JUIkFMb7iM4Ys08lOznC_5LnTO5-Mg4MFA8HVerYe25nXQQCw0tCor_yV16lEO9l5giGr3YlCAef-k6oj5N2OWGXK-9tJlPuj7EaCKuANhIZSjnkQ2A_ROJ-DGS4NM1R4UanPmUapY0ReUGK9VFqDdS1SeTQrzZ5JRenb2Bp2Hs8rVKipFb4398MnUuuqUTbZchrizWCF38jxjlGt8FSQEBc_YtyOSYogHFW7pa2_0d7IcIgUg-D_fXs-WR0Q0sx14Noof05WpOuWpEpWvjflS0wOT1wlB5MquupHPLPneBnYKkXjxpfy4zRMZdGucBytygct7Dwfe5PUTZutlM0UZ_JjTyPllB4Vmac8Sr-pKm9cVB8ZF8aDPmm6moI_bNDhxwOvXc7NCCJ_z-dhF1MgkUqf-y4G0rS9CnHT9m3BBBlj_NU%3D",3.7
319,"Senior Data Scientist","Robert Half
3.8","San Ramon, CA",,"30d+","https://media.glassdoor.com/sql/1838/robert-half-squareLogo-1698362040769.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1119&ao=1110586&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_6541e15f&cb=1718615883914&jobListingId=1009254005369&cpc=334ABAF5D42DC775&jrtk=5-yul1-0-1i0inqfn7jkth800-0dc88f5ac32049dd---6NYlbfkN0BHgOkeo_so9bswonMkh44CsO0qH0N5zn7w0O-prKA-N6FJd1dBG4kpwWwJrKlYitXmU8JmWnaUy5BrVpPDnSm3BDP2l9udO50VrQQwtqYm1fwikxh1l3W5mIdcd5JiWkK3Rngzrmtmq-3E3ioEjYYm1Y98Ior4me8YWjvZ1pSXdmNpd2xEejsNvM63cfH5WCgCTCU-nqG3LgXeDdpvNcxsWgG6Iufd4eNy6pB1EjxJBlQwtONKRJ8G7YA92hDzchr_4k9awhH-ceXybgaoMlx77GhvzIA5au8IMXNqIzIsFIxxEXZxBtLYe_5Qel0UErWWltkV3Z-Z68FfHFxnd60eSpaM4tSbMDGAkYEpwQTvtDxYsGpxG2QLuAOf6LgobCkobTgSMEinJDMEpD2d5PVWVldHPUtXFp4X2yMNLYUEBQYN36YFHvH08gbxUvUMfV_FbiqAZ-Hhx2QG4F2vpSBR0h3eMu9AW36ykbEmzRyKF3aKMXKtfUqz5fs3xcYEifBssgH0VHOzXQ-Lpd4B2roEU7YDyjuZbDPd__yT5nxR3aLZbiFq9RBrLfPS0161vWtL1UTPlKZ7I6L2luNm2oX4iDblQjpSwSuNxovOHsFCFDddat9qarmN_I5VuGGjrt0pWpknrVQ35Y6ELAXtyu1-istov9XFa-BOhEBVz2_ibxkuEp3F4ncNwQ5xeZ2gMa3ttkxA1JofOYg2C98zyslJRBrOt9rk8LXmXJLDtdKRDRdDrNudcsYx61sMhW5nnhoPI2SEyHBF7z8lvtAW79oe",3.8
320,"Senior Scientist, Data Science, QDI","Qiagen
3.6","Remote",,"30d+","https://media.glassdoor.com/sql/6170/qiagen-squarelogo-1378493724603.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1120&ao=1136043&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_ba5e164f&cb=1718615883914&jobListingId=1009267595504&jrtk=5-yul1-0-1i0inqfn7jkth800-a0602733cc797c3a",3.6
321,"Quality Systems Data Science Co-Op- Fall 2024","Johnson & Johnson
4.2","Cincinnati, OH","$24.00 - $50.00 Per Hour (Employer est.)","30d+","https://media.glassdoor.com/sql/364/johnson-and-johnson-squarelogo-1702512078759.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1121&ao=1136043&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7886b0d&cb=1718615883914&jobListingId=1009234561143&jrtk=5-yul1-0-1i0inqfn7jkth800-5bc85bad4f5ca1b0",4.2
322,"Head of Data","Lime
3.5","Remote","$162K - $297K (Employer est.)","30d+","https://media.glassdoor.com/sql/1884794/lime-squarelogo-1688976519540.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1122&ao=1136043&s=58&guid=00000190257d3ea4af9ca711b80c5c14&src=GD_JOB_AD&t=SR&vt=w&cs=1_40431b9c&cb=1718615883914&jobListingId=1009232467373&jrtk=5-yul1-0-1i0inqfn7jkth800-e649eb85072b4be0",3.5
