date;platform;country;review;star;user_id;issue_flag;likes_count;dislike_count;label
31.07.2023;Android;USA;Perfect for solo travelers.;3;ec5674fd-660e-441b-b5ca-088c8b2429ef;No;3;2;General Topics
1.09.2023;iOS;Brazil;Really appreciate the extra features with premium, totally worth it.;5;9600b1a6-4b2c-4ab4-8acd-12de8bb35b4f;No;3;0;Premium Features
17.09.2023;Android;Brazil;It would be great if the app supported offline access for my saved itineraries.;5;dcf3a0d0-6a2c-4ab5-b525-5dd10118c1a2;No;3;5;User Feedbacks & Recommendations
19.09.2023;Android;Brazil;Cannot sync with calendar.;2;fd954fca-b132-4470-8a1e-e7f57510e954;No;5;0;Crashes and Bugs
19.07.2023;iOS;UK;Great update, especially loving the new layout and design changes.;5;5500c90f-b440-4cb5-b3e6-035e41026d83;No;2;4;Updates
9.09.2023;Android;Australia;Update messed up the app, now it's crashing more than before.;1;d3e8aaae-7776-4ad9-bf39-e4bf7f8cbd0c;Yes;3;5;Crashes and Bugs
30.09.2023;Android;Brazil;I love how I can track my expenses easily with this app.;4;1ecbd1bf-de16-4a79-bbe3-ea6f6df91f6d;No;4;5;General Topics
28.08.2023;iOS;UK;It's great for tracking everything, but please add a feature to export my travel logs as PDFs.;5;c5f6f376-14c8-489f-9390-e50f8e52e5da;No;3;4;User Feedbacks & Recommendations
14.07.2023;iOS;USA;I expected more from the premium subscription, not impressed.;3;9ec4511c-41bc-4471-b40c-ef3d49da80fc;No;4;0;Premium Features
24.07.2023;Android;USA;Terrible app, it crashes at the home screen!;1;c417c5ca-3113-48bf-a8af-9607b37ffca5;Yes;2;2;Crashes and Bugs
18.07.2023;Android;Australia;Simple and user-friendly.;2;22e89867-e6c7-4f63-8512-93c4538b0dbe;No;2;0;General Topics
9.09.2023;Android;Australia;Maps don't load properly, hard to find my saved locations.;1;f33a54a8-c404-4919-aefe-fce746427742;No;0;2;Crashes and Bugs
4.09.2023;Android;UK;App was fine before, the update has made it almost unusable.;3;e8814320-2ac1-4933-be32-0f3486be051f;No;2;0;Updates
3.08.2023;iOS;USA;Some features missing.;2;7b71cb5b-9a52-4c4b-854e-bd81ad4b959c;No;2;4;User Feedbacks & Recommendations
13.09.2023;iOS;UK;Recent update improved navigation, finding everything is much easier now.;3;b6492b0a-ea55-47de-9d2d-d822e35481a2;No;1;4;Updates
11.09.2023;Android;USA;Using this app for business trips makes everything so much more efficient.;3;239a9017-be1a-4668-9772-e299e96894a3;No;2;4;General Topics
17.08.2023;iOS;Australia;I appreciate the real-time updates on my bookings, but the app tends to freeze occasionally.;3;2663cd9f-d78a-4064-aea6-2d8f156c6899;No;0;1;Crashes and Bugs
26.09.2023;iOS;USA;Couldn't add my friends to the trip, super annoying.;1;46d4c594-ae87-43a3-8cb5-c5f55e8144ce;No;5;3;Crashes and Bugs
26.09.2023;Android;UK;The app does a good job of keeping all my travel details in one place, very organized.;4;2f25d8f9-041c-466a-9b98-696d041ac973;No;0;3;General Topics
22.08.2023;iOS;India;The latest update made the app slower. It used to work perfectly before.;4;33ae811a-e261-49fd-a3b5-30d93ea971d1;No;1;3;Updates
26.07.2023;Android;Australia;Excellent travel assistant!;3;1fd53efc-9348-43e4-ae55-914437bebc2d;No;3;1;General Topics
28.09.2023;Android;Australia;I can't get past the payment step, please fix this!;2;9f38669c-b82f-4bee-88c4-9548cb87aa6f;Yes;3;2;Crashes and Bugs
30.09.2023;Android;USA;I can 't access some of my saved places after the update. Please fix this.;2;e2e81d44-94b3-4db4-b1fc-4cc811ddd084;No;2;2;Crashes and Bugs
16.08.2023;Android;Brazil;Love the map integration.;5;a461f8f2-ae94-415c-b6bd-059101d9e6fd;No;5;5;General Topics
24.09.2023;Android;Brazil;The map doesn't always show the correct location pins, which is frustrating.;3;5c519bb0-3dc9-4326-9499-e5a6c24e5124;No;5;1;Crashes and Bugs
12.09.2023;Android;UK;The app is slow and unresponsive when adding expenses.;2;70cf40bc-6a68-4166-a4d7-cddce568b01a;No;4;5;Crashes and Bugs
8.07.2023;Android;Australia;Payment process needs fixing.;4;44101e27-4697-478d-95ea-a343a3cd1adb;No;5;1;Crashes and Bugs
16.09.2023;Android;USA;Too many ads, especially when booking something.;1;3dd23de7-aa5e-4b19-ba8d-24dc2a58d354;Yes;4;5;Ads
8.09.2023;Android;Brazil;App crashes too often.;1;72aefc8d-ab4f-466b-873a-2f5a7e45c508;Yes;1;2;Crashes and Bugs
16.08.2023;Android;USA;Ads make the app glitchy, not happy with this.;3;e7fc6994-23f9-49d9-9aa8-35ff6ef8436d;No;3;1;Ads
21.08.2023;Android;USA;Some hotels I booked through the app didn't have the correct check-in details.;3;bcff003e-d3fa-45d6-bd28-8dea6799d33b;No;1;3;General Topics
23.07.2023;Android;USA;Ads are not too intrusive, can still use the app easily.;5;a0d5bdc5-5e04-42b3-8f18-d990e0886d1a;No;1;2;Ads
23.08.2023;Android;USA;Love how I can track expenses, but the interface feels a bit outdated.;5;bed434fb-9d4f-47cb-a20c-8489d1739a4b;No;0;3;User Feedbacks & Recommendations
30.09.2023;Android;Brazil;Sometimes unresponsive.;4;0b2d95a6-09b0-452b-8884-1529f99011e8;No;3;5;Crashes and Bugs
14.09.2023;Android;India;Flight alerts are very accurate and have saved me from missing several flights.;3;24129b24-4615-4db1-a025-21305c7da9e9;No;0;0;General Topics
19.08.2023;iOS;UK;New update removed the features I used the most, not happy.;1;4bdb1f65-ab4a-4bbe-9af6-7d1f49acea9c;No;5;3;Updates
16.08.2023;Android;India;It's like having a personal travel assistant in my pocket.;5;6e9515fd-2cfd-4689-af69-22947b2b010b;No;3;4;General Topics
15.09.2023;iOS;India;Sharing my travel photos and itineraries with friends has never been easier, love this feature.;5;1dc55d08-adfb-4232-8645-21b56cd87ba6;No;3;0;Premium Features
4.07.2023;Android;Brazil;I can't get past the payment step, please fix this!;1;51f28522-d89e-4a3b-bd90-bf306e1e087e;Yes;2;4;Crashes and Bugs
16.09.2023;Android;USA;The recent update improved a lot, but the search function is still too slow.;4;d6bb6746-0570-449a-aefa-a4c4065b8faa;No;3;5;Updates
6.09.2023;Android;USA;Sharing trip details with my friends is so easy now. I just wish there were more customization options.;2;73ea6591-6804-48a8-8900-f9eff6cd42ef;No;2;0;User Feedbacks & Recommendations
23.07.2023;Android;USA;The app is great for planning trips, but it crashes too often which makes it frustrating to use.;1;721450c0-d7aa-474a-b581-321d3d6ca26c;Yes;0;4;Crashes and Bugs
25.09.2023;iOS;India;The user interface is confusing, I can't figure out basic tasks.;1;1b9fde12-0c24-4d43-9645-fa224d07b8d5;No;3;3;User Feedbacks & Recommendations
11.09.2023;iOS;Brazil;Affordable premium subscription, really helps with my trip planning.;4;5105e041-b8a1-4f10-9df4-6f32534ea159;No;2;3;Premium Features
30.09.2023;Android;USA;App fails during payments.;1;b6520e87-19fa-4e3a-a860-e0c73b376718;Yes;4;5;Crashes and Bugs
15.08.2023;iOS;Australia;Confusing user interface.;4;98532cbb-5c8c-47c1-8d9a-aa5ddb16c48f;No;3;2;General Topics
8.09.2023;Android;India;Notifications are great, but I wish I could customize them more.;5;bd593773-fca7-4c1f-b155-c287544f32f6;No;3;1;User Feedbacks & Recommendations
3.07.2023;iOS;USA;Keeps my trips organized.;2;7d4c9399-0800-49ba-a761-861749695ad4;No;5;2;General Topics
12.08.2023;iOS;Australia;I love planning my trips with TravelTracker, but sometimes it logs me out for no reason.;5;12ca1ca3-0221-4883-b4f5-b8613bddcbee;No;2;5;Crashes and Bugs
21.08.2023;iOS;USA;Best for itinerary planning.;4;c412f847-39d2-47fc-bc32-554b5900a04c;No;5;4;General Topics
2.09.2023;Android;UK;I can't get past the payment step, please fix this!;2;fc603219-c8a7-40e8-8c65-a83bc38f5d90;Yes;1;1;Crashes and Bugs
19.08.2023;iOS;UK;The app helps me find great spots for food and sightseeing based on my itinerary.;5;420fce86-ac43-4029-9891-ae3c40e7a2b0;No;5;0;General Topics
4.09.2023;Android;Australia;Expense tracking works well, but I wish it could auto-categorize my spending.;3;0d70d2a5-6874-44c2-a08a-ea2824e1f9fd;No;5;3;User Feedbacks & Recommendations
3.07.2023;Android;Australia;Quick access to itineraries.;2;84f75d9e-8985-4d83-8d30-e5b04da81e9e;No;4;2;General Topics
19.07.2023;iOS;USA;Maps don 't always load properly, which makes navigation a pain when you 're in a new city.;2;a2544ff2-df68-499d-8a81-4c3f40f2c76c;No;5;4;Crashes and Bugs
9.09.2023;iOS;USA;Payment process needs improvement it often fails when I'm trying to book something last minute.;1;5c9841a6-2bfe-467c-8868-63d83d6d7b28;Yes;1;2;Crashes and Bugs
12.09.2023;iOS;Brazil;The app is slow and unresponsive when adding expenses.;1;985d8a12-4a40-4a82-a24e-a304307e0fea;No;1;1;Crashes and Bugs
12.07.2023;Android;India;Good but needs work.;4;9c7c4022-e3e7-4d67-afdd-7d240d6efbab;No;1;4;User Feedbacks & Recommendations
10.07.2023;Android;USA;The ads are bearable, but I 'd prefer to pay a small fee to remove them entirely.;3;41dbddcc-fbe7-4ac9-8c56-b38896444fce;No;0;4;Ads
6.09.2023;Android;Brazil;After the update, the app crashes at least once every session.;1;95f6b269-a735-432d-8055-d6f3530584f2;Yes;5;4;Crashes and Bugs
16.08.2023;iOS;India;App needs more offline features. I can 't always rely on having an internet connection when I travel.;4;2372d2b8-c073-4459-b620-fe8ce240b665;No;1;4;User Feedbacks & Recommendations
19.09.2023;Android;India;Love the premium features, makes my travel planning so much easier.;2;4308ef0b-cd4f-466f-b32f-21a3f9dccecb;No;5;4;Premium Features
18.07.2023;iOS;USA;Search button is not working, can't find any destinations.;2;28ac1e74-ff75-41a2-a2b8-bcd0e557ad41;No;2;4;Crashes and Bugs
10.07.2023;Android;USA;Annoying bugs in the app.;3;d058179a-8578-4eb6-8c9a-b36c3a7b67b5;No;1;5;Crashes and Bugs
2.08.2023;iOS;USA;It would be nice to have a feature that suggests travel tips based on my current location.;3;b3637d8e-450b-4303-adf4-ca87f9cc626f;No;3;3;User Feedbacks & Recommendations
11.07.2023;iOS;UK;Useful for frequent travelers.;2;50ca04e6-c41f-430a-bc02-e640b87f7745;No;2;1;General Topics
8.08.2023;Android;USA;Slow to load itineraries.;2;f828c70c-380d-4d4b-8a75-bf58f7a09b73;No;0;0;Crashes and Bugs
20.08.2023;Android;UK;The app is slow and unresponsive when adding expenses.;1;ebd702d4-12a0-4809-93bd-3602cd55a049;No;3;1;Crashes and Bugs
18.07.2023;Android;Brazil;I don't mind the ads;3;c4cd1ff5-7780-4eee-74fb-2fec013a25f8;No;2;1;Ads
2.08.2023;Android;India;I can't get past the payment step, please fix this!;2;3e09b87f-a3e6-4cdc-af84-4bec26674e65;Yes;5;3;Crashes and Bugs
18.09.2023;Android;UK;Too many ads ruin the experience, especially when trying to book flights quickly. Please reduce them!;3;5e4ba869-042f-4bef-868b-20bd5ea66d42;No;0;2;Ads
20.07.2023;iOS;India;Ads slow down the app, it's really frustrating.;2;f6af7b51-6f09-401e-b6e9-dbf69e0afabb;No;0;3;Ads
24.09.2023;Android;Australia;Search results inaccurate.;2;c760a109-b2e0-43cb-b856-b0c87f61e2b7;No;4;4;General Topics
5.08.2023;Android;USA;The search function is really slow, and sometimes it doesn't show any results at all.;4;98f0baa1-32e6-43b9-ad58-a18c2ed2980a;No;2;1;Crashes and Bugs
27.09.2023;Android;UK;Payment fails frequently.;1;2d2322c9-484b-4c62-a6a8-7a15fc088923;Yes;7;3;Crashes and Bugs
4.09.2023;iOS;UK;I can finally keep track of my trip expenses without needing a separate app.;4;8671971b-e2bc-433c-933f-07373c8d3138;No;3;5;General Topics
28.08.2023;Android;Brazil;Always updating, annoying.;3;1ebb2c6c-56c8-4596-ad2a-3d0be5d40f6f;No;2;5;Updates
23.09.2023;Android;USA;Too many login issues.;3;e0aa6196-f8a3-45fa-91a8-596d55fdf773;No;2;0;Crashes and Bugs
22.07.2023;Android;UK;The user interface is confusing, I can't figure out basic tasks.;1;c7fc43ea-b8e3-419e-a483-9f6044cc1351;No;3;2;User Feedbacks & Recommendations
30.07.2023;iOS;India;Tried to share my itinerary but it keeps failing.;1;a5f8b130-7380-4869-be0e-1205426167b7;No;4;2;Crashes and Bugs
8.09.2023;Android;Brazil;Every time I open the app after the update, it freezes immediately.;3;26909ab9-e3b4-40f1-a641-130cec9806de;No;2;1;Crashes and Bugs
21.09.2023;iOS;India;App keeps logging me out after the update, very annoying.;3;d942cd8d-26aa-4078-bfab-598dc9bc496f;No;2;1;Crashes and Bugs
27.09.2023;Android;USA;Ads pop up at the worst times, please fix this.;4;1cad4e9f-feec-4af0-beda-30fa0c78b1bc;No;4;1;Ads
16.07.2023;Android;USA;Always crashes on startup.;1;0aadfc96-d144-4ef8-a4fe-831526e07474;Yes;4;3;Crashes and Bugs
15.07.2023;Android;Brazil;Frequent crashes make the app unreliable, but it 's still the best I 've found for trip planning.;1;4a84faf5-4430-4959-a33d-e5ecb9cf1541;Yes;0;3;Crashes and Bugs
4.08.2023;iOS;USA;Keeps all my travel documents in one place. No more lost tickets or confirmation emails.;2;b4486f41-8942-450d-a911-3c75d3baa3ec;No;4;2;General Topics
2.08.2023;Android;India;Update brought in some handy features, especially for tracking expenses.;2;b634f700-8398-43e0-b1d2-6346b18a04c2;No;2;1;Updates
1.07.2023;Android;Brazil;I've been using TravelTracker for all my trips, and it's been a lifesaver for keeping me on schedule.;2;2036f301-c863-4b69-960f-11b08137dca2;No;1;3;General Topics
21.09.2023;iOS;India;Not sure if the premium is worth the extra cost.;5;8b3122d0-20c5-4421-bf28-a9fac45ca015;No;5;1;Premium Features
19.09.2023;iOS;Brazil;Great app, but the notifications can be a bit overwhelming at times.;4;ad364359-a846-42ba-8ef9-eb6089ce26df;No;1;3;User Feedbacks & Recommendations
30.07.2023;Android;Australia;The user interface is confusing, I can't figure out basic tasks.;2;4bcde44c-f58f-4e2e-a085-ccf5942a5f7b;No;3;4;General Topics
3.07.2023;Android;Brazil;Love the map integration, but the location accuracy could be improved.;5;d7082a89-c26a-4c50-a727-844f3c8383d8;No;3;5;User Feedbacks & Recommendations
14.09.2023;iOS;UK;Saves all my travel docs.;2;2f5ba574-122d-49ae-b2f5-4d4595bfd284;No;2;2;General Topics
24.07.2023;Android;Brazil;Update is buggy, constantly showing error messages during use.;4;4b6db955-a9b4-4bab-b238-fe09a128a0ac;No;3;3;Crashes and Bugs
26.09.2023;Android;USA;The update looks nice but the functionality has taken a hit.;2;b38958dc-edf8-487a-b378-e192c371604e;No;1;4;Updates
27.09.2023;Android;Brazil;The app fails to load past trips sometimes, which is annoying when I need old details.;1;a437b3cc-43c8-470d-a8c6-7164523bb481;Yes;4;4;Crashes and Bugs
22.09.2023;Android;UK;App performance improved significantly after the recent update, great job!;4;77f5f802-d997-42e7-9987-a0235bd07706;No;1;3;Updates
5.07.2023;iOS;USA;The UI could be a bit more intuitive, but overall it's a solid app for frequent travelers.;2;ad1dfeb8-8483-48d4-94b5-acb8fc38ce37;No;5;3;User Feedbacks & Recommendations
6.09.2023;Android;UK;Loving the new update, everything feels faster and more reliable.;2;a28debfe-40eb-4923-aeae-3d463d9d4692;No;5;4;Updates
22.09.2023;Android;Australia;The recent update made things worse, keeps freezing every time I use it.;3;47195787-a857-4864-b9fd-583f12b3177e;No;0;1;Crashes and Bugs
21.08.2023;Android;Australia;Easy to plan trips.;3;419b49c0-5792-4f3f-bafe-9e2a8559196d;No;4;2;General Topics
15.07.2023;Android;USA;The update really enhanced the user experience, it's much more intuitive now.;4;8d186d4a-26c8-4eab-9530-0311d5e6c354;No;4;1;Updates
2.07.2023;Android;India;Search button is not working, can't find any destinations.;2;2c06caec-d063-4f5d-9f3b-604f1e60fc66;No;4;0;Crashes and Bugs
11.08.2023;Android;Australia;The premium version is priced well, great value for frequent travelers.;5;9b4f721f-8353-498b-a88e-3b21651ff8ff;No;1;2;Premium Features
22.08.2023;iOS;USA;The premium subscription unlocks so many useful features. I couldn 't imagine traveling without it now.;2;4e7997a8-fb15-4928-a9d7-8618ef3349e2;No;1;3;Premium Features
22.08.2023;iOS;India;The app is a great travel companion, but I 'd like to see more integrations with other travel tools.;2;c5a02cae-f163-4fd9-afc8-536edf3a1e97;No;5;1;User Feedbacks & Recommendations
24.08.2023;iOS;USA;Lags during flight search.;4;d8158ae1-0beb-40bc-9d66-1ad88226c72f;No;1;2;Crashes and Bugs
22.09.2023;iOS;USA;Terrible app, it crashes at the home screen!;1;023e121e-96b0-4101-8b44-371c663913bb;Yes;4;0;Crashes and Bugs
8.07.2023;iOS;USA;Best travel tool.;3;7d35cec7-b149-4d25-ad48-a3960c49939b;No;1;2;General Topics
31.08.2023;Android;India;Love sharing travel photos.;5;731b9552-b2ef-44eb-ac89-3aa335a666bb;No;0;4;General Topics
29.09.2023;iOS;USA;Excellent for organizing trips and keeping all my plans in one app.;5;7c127416-74ab-4d75-b7f0-35159e2a12b9;No;3;4;General Topics
18.08.2023;iOS;India;I'm impressed with the hotel deals, but the flight prices are often higher than other sites.;2;a9e36a96-67f3-4c9b-8f25-47c199e475f0;No;3;5;General Topics
9.09.2023;Android;UK;Needs more customization.;3;d1acb41b-c8de-49fe-b4fc-e02924dfe836;No;1;2;User Feedbacks & Recommendations
20.08.2023;Android;Brazil;Update solved the annoying issues, app is usable again, thank you!;2;fbabf6c7-25ea-45ca-bfa7-e74a326ef91c;Yes;3;3;Updates
5.09.2023;iOS;USA;Too many video ads, they waste my time.;1;e8c4df81-aa6c-4ac5-ad86-5aff1189db8d;Yes;4;3;Ads
16.07.2023;iOS;India;Better than other apps.;3;a739963e-f725-4e53-ba45-a3c8c84d9db6;No;5;4;User Feedbacks & Recommendations
3.07.2023;Android;USA;Easy to split expenses.;3;26eb2ebb-6119-46ad-b057-0f11523168bf;No;3;0;General Topics
11.08.2023;iOS;UK;Ads are too frequent, makes the app frustrating.;3;80ed0f9c-1bf9-4b37-800a-fd8e0086c58c;No;2;1;Ads
5.08.2023;Android;India;I like the reminders for check-ins and flight changes. Very useful for busy schedules.;3;62919794-73cd-4429-b672-f44cb5e9d19d;No;1;0;General Topics
10.08.2023;Android;Australia;Useful but needs improvements.;4;336a860a-d73b-489f-9809-57487f35ae8f;No;5;5;User Feedbacks & Recommendations
22.08.2023;Android;Australia;Quick hotel bookings.;4;d711f89b-b0a8-402e-abb7-cf385dac16f7;No;2;0;General Topics
6.09.2023;iOS;USA;I had trouble sharing my itinerary with my friends. It keeps failing every time.;3;2dc684ed-52f7-4e2a-a069-72526d4dddae;No;4;2;Crashes and Bugs
6.08.2023;iOS;USA;I love using this app, but the latest update seems to have made it slower.;5;1976adc1-69e1-440c-83f8-d73e4b9c4408;No;0;4;Updates
26.09.2023;iOS;USA;App performance improved significantly after the update, but it still freezes occasionally.;4;9598992b-42c2-474d-8d02-56c8e4c155f6;No;4;1;Updates
3.09.2023;Android;Brazil;Great value, premium features enhance the app significantly.;4;9689427d-d10c-448c-ac27-b3aa75d823db;No;3;3;Premium Features
14.07.2023;Android;USA;Happy to pay for premium, the additional features are fantastic.;2;b04598d7-7f05-4550-a70a-a0dac39ef020;No;5;3;Premium Features
13.07.2023;Android;Brazil;Struggles with payment step.;3;0dd09220-3b96-4b20-82cd-a22ab5c6d2c3;No;0;5;Crashes and Bugs
4.07.2023;Android;UK;Ads cover important parts of the screen, very annoying.;1;1b1fe7da-cbee-4e7d-b2c6-8a91aab37180;No;1;5;Ads
22.07.2023;Android;UK;Issues with search button.;3;613823c0-ac3a-4ff0-8895-d957d76ca85f;No;0;1;Crashes and Bugs
31.07.2023;Android;Australia;The new design looks great after the update, very clean interface.;3;d1cd541d-7443-4c81-86e6-38d9dfb04962;No;0;4;Updates
22.09.2023;Android;UK;Keeps everything in one place.;2;f40dc4ca-9cd2-4842-b44d-4fce07ab2163;No;0;5;General Topics
24.08.2023;Android;Brazil;Update brought more bugs, app crashes at random times now.;1;08b48748-e0d2-47a1-9404-5b673fecc815;Yes;5;2;Crashes and Bugs
28.09.2023;iOS;USA;The new premium tools are helpful, but the subscription is a bit overpriced.;2;546426c4-7e3f-4494-8f92-c41efeabeaa3;No;0;1;Premium Features
26.09.2023;iOS;Australia;The booking process is seamless, and I always find the best deals on hotels and flights.;3;abebf8cb-6d2b-4ee5-8cdf-5efde0b1bfa2;No;5;4;General Topics
20.07.2023;Android;USA;Easy to use and keeps all my travel details in one place, but could be faster.;4;bd30bce0-2bae-4a4c-b7e1-4ee44cd0becf;No;4;0;User Feedbacks & Recommendations
15.07.2023;Android;India;Couldn't add my friends to the trip, super annoying.;2;b5b3bb58-de81-4899-b9be-d7081c1c9fc3;No;0;3;Crashes and Bugs
5.08.2023;Android;India;Sharing options are limited.;3;570a5ae1-c833-4173-9180-ba8deea039c5;No;0;4;User Feedbacks & Recommendations
