super_opeid,name,par_income_bin,par_income_lab,attend,stderr_attend,attend_level,attend_sat,stderr_attend_sat,attend_level_sat,rel_apply,stderr_rel_apply,rel_attend,stderr_rel_attend,rel_att_cond_app,rel_apply_sat,stderr_rel_apply_sat,rel_attend_sat,stderr_rel_attend_sat,rel_att_cond_app_sat,attend_instate,stderr_attend_instate,attend_level_instate,attend_instate_sat,stderr_attend_instate_sat,attend_level_instate_sat,attend_oostate,stderr_attend_oostate,attend_level_oostate,attend_oostate_sat,stderr_attend_oostate_sat,attend_level_oostate_sat,rel_apply_instate,stderr_rel_apply_instate,rel_attend_instate,stderr_rel_attend_instate,rel_att_cond_app_instate,rel_apply_oostate,stderr_rel_apply_oostate,rel_attend_oostate,stderr_rel_attend_oostate,rel_att_cond_app_oostate,rel_apply_instate_sat,stderr_rel_apply_instate_sat,rel_attend_instate_sat,stderr_rel_attend_instate_sat,rel_att_cond_app_instate_sat,rel_apply_oostate_sat,stderr_rel_apply_oostate_sat,rel_attend_oostate_sat,stderr_rel_attend_oostate_sat,rel_att_cond_app_oostate_sat,attend_unwgt,stderr_attend_unwgt,attend_unwgt_level,attend_unwgt_instate,stderr_attend_unwgt_instate,attend_unwgt_oostate,stderr_attend_unwgt_oostate,attend_unwgt_level_instate,attend_unwgt_level_oostate,rel_attend_unwgt,rel_apply_unwgt,stderr_rel_attend_unwgt,stderr_rel_apply_unwgt,rel_att_cond_app_unwgt,rel_attend_unwgt_instate,rel_attend_unwgt_oostate,stderr_rel_attend_unwgt_instate,stderr_rel_attend_unwgt_oostate,rel_apply_unwgt_instate,rel_apply_unwgt_oostate,stderr_rel_apply_unwgt_instate,stderr_rel_apply_unwgt_oostate,rel_att_cond_app_unwgt_instate,rel_att_cond_app_unwgt_oostate,public,flagship,tier,tier_name,test_band_tier
1131,California Institute Of Technology,95.5,95-96,.0048405095,.0012736365,.006421512,.00054399314,.00046187942,.00067990826,1.0717356,.056220185,.75379592,.19833903,.70334131,1.2017106,.096393794,.80009788,.67932606,.66579914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00022225847,.000044411794,.000091656933,,,,,,,2.4248953,2.3636897,.48454374,.081616178,1.025894,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1131,California Institute Of Technology,96.5,96-97,.0077948859,.0015127929,.006421512,.00091255771,.00045727505,.00067990826,1.0962316,.054255202,1.2138708,.23558204,1.1073123,1.0140349,.085496232,1.3421777,.67255402,1.3236011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00036617176,.000055370961,.000091656933,,,,,,,3.9950252,2.5506518,.60411102,.084880508,1.5662762,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1131,California Institute Of Technology,97.5,97-98,.0087131988,.0014789979,.006421512,.00042945679,.00028021439,.00067990826,1.0734069,.050302077,1.3568765,.23031926,1.264084,.95238858,.077087328,.6316393,.41213557,.66321594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00038015196,.000056574157,.000091656933,,,,,,,4.1475525,2.557133,.61723816,.084691621,1.6219542,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1131,California Institute Of Technology,98.5,98-99,.0065930863,.0011646454,.006421512,.00076437485,.00031488977,.00067990826,.87868154,.043317571,1.0267186,.18136624,1.1684763,.78987962,.065522708,1.1242323,.46313566,1.4232957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00044192869,.000060213279,.000091656933,,,,,,,4.8215523,2.4139125,.65694189,.081986032,1.9974014,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1131,California Institute Of Technology,99.400002,99-99.9,.0039692926,.00088128704,.006421512,,,.00067990826,.62079656,.036340315,.61812431,.1372398,.99569541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00029957329,.000052723015,.000091656933,,,,,,,3.2684193,2.0101161,.57522124,.078567743,1.6259853,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1131,California Institute Of Technology,99.5,Top 1,.0039267535,.00080654206,.006421512,.00059002038,.00023000334,.00067990826,.61254221,.033645742,.61149985,.12560003,.99829829,.51561946,.047476478,.8677941,.33828583,1.6830127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00031836258,.000051010964,.000091656933,,,,,,,3.4734151,2.019603,.55654234,.074720547,1.7198504,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1131,California Institute Of Technology,100,Top 0.1,.0032237968,.0018014228,.006421512,,,.00067990826,.56189537,.089970693,.50203079,.28052938,.89345956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00030955829,.00018810263,.000091656933,,,,,,,3.3773582,2.1000879,2.0522466,.2416338,1.6081985,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,10,0-20,.00064752426,.0002086553,.0014617532,,.00023596577,.00081030949,.83730143,.084034465,.44297785,.14274319,.52905422,.84066951,.13068505,,.29120448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00004436438,8.1407688e-06,.0001877887,,,,,,,.23624627,.3812989,.043350685,.020707991,.61958289,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,30,20-40,.00083106104,.00017360364,.0014617532,.00016303011,.00020588819,.00081030949,.97353023,.070560008,.56853718,.11876399,.5839954,1.1298258,.12843882,.20119487,.25408587,.178076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000073759737,8.9722471e-06,.0001877887,,,,,,,.39278048,.51779294,.04777842,.020469638,.75856668,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,50,40-60,.0008405362,.0001515365,.0014617532,.00051745877,.00013180258,.00081030949,.89328963,.05089695,.57501924,.10366764,.64370972,.87889576,.075629555,.63859397,.16265708,.7265867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000066720451,7.5930775e-06,.0001877887,,,,,,,.35529536,.57766181,.040434156,.018894423,.61505771,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,65,60-70,.0012956973,.00020335846,.0014617532,.00011242088,.00012469344,.00081030949,.98468739,.056517549,.88639951,.13911957,.90018368,.85588574,.079001933,.1387382,.15388373,.16209897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00011515646,.000012572355,.0001877887,,,,,,,.61322355,.67978877,.066949479,.026214866,.90207958,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,75,70-80,.001177476,.00014924786,.0014617532,.00077518029,.00014524016,.00081030949,.93321359,.042513572,.80552316,.10210196,.86317128,.83200771,.065015592,.95664716,.17924036,1.1498057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00013374526,.000012509153,.0001877887,,,,,,,.71221143,.80375898,.066612914,.026363553,.88610077,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,85,80-90,.00092845823,.000096955162,.0014617532,.00059269025,.000095234769,.00081030949,.85250133,.029681612,.6351676,.066327997,.74506348,.82287347,.052642725,.73143691,.11752889,.88888139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00015361894,.00001240935,.0001877887,,,,,,,.81804144,1.0392553,.066081457,.027970787,.78714198,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,92.5,90-95,.0016677598,.00013469135,.0014617532,.00091822707,.00014788911,.00081030949,.93948704,.031826973,1.1409312,.0921437,1.2144194,1.1737003,.074516863,1.1331807,.18250941,.96547705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00039945816,.000026723048,.0001877887,,,,,,,2.1271684,1.6580503,.14230381,.047184888,1.2829336,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,95.5,95-96,.0017253211,.00026195066,.0014617532,.0015138888,.00036882609,.00081030949,1.0054815,.064572856,1.1803094,.17920308,1.1738749,1.0594546,.1387099,1.8682847,.45516694,1.7634401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00042740072,.000061031908,.0001877887,,,,,,,2.2759662,2.1414883,.32500309,.11775263,1.0627965,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,96.5,96-97,.0015950081,.00022939515,.0014617532,.0014195303,.00035661983,.00081030949,1.1643037,.063890249,1.091161,.15693152,.93717909,1.1442742,.14280832,1.7518371,.44010323,1.5309591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00052085385,.000065944674,.0001877887,,,,,,,2.7736166,2.7150979,.35116422,.13127469,1.021553,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,97.5,97-98,.0020987315,.00025253074,.0014617532,.001089555,.000288346,.00081030949,1.0791676,.056983318,1.4357632,.1727588,1.3304359,1.2608913,.1450672,1.3446158,.35584676,1.066401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00068951852,.000075982076,.0001877887,,,,,,,3.6717787,2.8872881,.40461475,.13462012,1.271705,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,98.5,98-99,.0022527636,.00024193204,.0014617532,.0012128535,.0002528464,.00081030949,1.2499255,.058829904,1.5411382,.16550814,1.2329841,.96651095,.12327808,1.4967781,.31203681,1.5486406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00087790465,.000085135754,.0001877887,,,,,,,4.6749601,3.5260413,.45335931,.14861855,1.3258382,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,99.400002,99-99.9,.0028968446,.00026157763,.0014617532,,,.00081030949,1.4618362,.061424658,1.9817605,.17894788,1.3556652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0013382183,.00011121786,.0001877887,,,,,,,7.1261921,4.6984391,.59224999,.18080926,1.5167148,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,99.5,Top 1,.002846251,.0002407531,.0014617532,.0028499365,.00045376041,.00081030949,1.4651799,.057123818,1.9471489,.16470161,1.3289487,1.7936088,.16037557,3.5170963,.55998409,1.960905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0013523808,.00010591733,.0001877887,,,,,,,7.2016096,4.8397312,.56402397,.17414694,1.4880185,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
2340,Carleton College,100,Top 0.1,.0028745099,.0006641816,.0014617532,,,.00081030949,1.515679,.15935108,1.9664811,.4543733,1.2974259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0014230021,.00034666891,.0001877887,,,,,,,7.5776772,6.1549621,1.8460585,.62244987,1.2311493,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,10,0-20,.0059812046,.00098496629,.0060215532,.0062336749,.001621864,.0053486116,.92139065,.039068252,.99329931,.16357346,1.0780436,1.1151689,.077463016,1.1654754,.30323085,1.0451111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00015465346,.00001546047,.0005195436,,,,,,,.29767177,.35436979,.02975779,.0083257724,.84000325,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,30,20-40,.0051320461,.00070598023,.0060215532,.0061308518,.0011584742,.0053486116,1.0295851,.033960439,.85227942,.11724222,.82778919,1.1345958,.061582781,1.1462511,.21659344,1.0102726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00015712182,.000013252316,.0005195436,,,,,,,.30242276,.39170656,.02550761,.0074064587,.77206457,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,50,40-60,.0066489847,.00060817989,.0060215532,.0056592315,.00077189249,.0053486116,.94190049,.023047833,1.1041976,.1010005,1.1723082,.93792081,.038093548,1.0580748,.14431642,1.1281068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00025262582,.000014604237,.0005195436,,,,,,,.48624566,.50260895,.028109742,.007330989,.96744329,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,65,60-70,.0046531404,.00050436263,.0060215532,.0047111991,.00075603387,.0053486116,.83804381,.023058813,.77274752,.083759554,.92208487,.77065253,.036423914,.88082653,.14135143,1.142962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0002913042,.000019946921,.0005195436,,,,,,,.56069249,.60545748,.038393162,.010190466,.92606419,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,75,70-80,.0048752329,.00040616561,.0060215532,.0034835092,.00052178389,.0053486116,.8333438,.017669061,.80963045,.067451969,.97154433,.75975019,.028765628,.6512922,.097555019,.85724521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00037033003,.000020798936,.0005195436,,,,,,,.71279877,.74587244,.040033091,.010511466,.95565772,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,85,80-90,.0053663892,.00030544057,.0060215532,.0047827982,.00046551059,.0053486116,.95351243,.013845872,.89119685,.050724547,.93464631,.94917232,.024513634,.89421302,.087033913,.94209766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00056786736,.000023827195,.0005195436,,,,,,,1.093012,1.1913736,.045861781,.012423337,.91743851,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,92.5,90-95,.0068340651,.00034588508,.0060215532,.0052412245,.00053132093,.0053486116,1.1034485,.015015409,1.1349339,.057441175,1.0285337,1.072142,.028849762,.97992241,.099338099,.91398567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0010982315,.000044263707,.0005195436,,,,,,,2.1138389,2.0088582,.085197292,.021765681,1.0522588,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,95.5,95-96,.0068357796,.00062558829,.0060215532,.0089391433,.0013176872,.0053486116,1.1603438,.028547864,1.1352186,.10389151,.97834682,1.3309078,.063159771,1.6713016,.24636061,1.2557606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0014732416,.00011234875,.0005195436,,,,,,,2.8356457,2.6923041,.21624509,.055326648,1.0532413,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,96.5,96-97,.0066673583,.00058665109,.0060215532,.005537733,.0010369677,.0053486116,1.132865,.026248043,1.1072489,.097425215,.97738826,1.2332513,.058014143,1.0353589,.19387606,.83953601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0015499542,.0001147818,.0005195436,,,,,,,2.9832995,2.9204555,.22092815,.057316612,1.0215186,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,97.5,97-98,.0066190301,.00052921352,.0060215532,.0069255144,.001057434,.0053486116,1.1903588,.024890073,1.099223,.08788655,.92343843,1.2231909,.053708907,1.2948247,.19770253,1.0585631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0018082126,.00012278884,.0005195436,,,,,,,3.4803867,3.3435516,.23633982,.060931548,1.040925,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,98.5,98-99,.0079918467,.00055529235,.0060215532,.0066436916,.00097268884,.0053486116,1.0673298,.02241135,1.3272069,.09221746,1.2434834,1.1061008,.047827762,1.2421339,.1818582,1.1229843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0022585571,.00013678298,.0005195436,,,,,,,4.3471947,3.4052634,.26327527,.061414775,1.2766104,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,99.400002,99-99.9,.0054405662,.00043146138,.0060215532,,,.0053486116,.96680528,.021054119,.90351546,.071652837,.93453717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0020443487,.00013693566,.0005195436,,,,,,,3.9348936,3.5624664,.26356915,.066193283,1.104542,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,99.5,Top 1,.0055680489,.00040524077,.0060215532,.0048240195,.00075242232,.0053486116,.93991107,.01927297,.92468649,.067298383,.98380214,.93263364,.040121939,.90191996,.14067619,.96706778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0021563505,.00013381947,.0005195436,,,,,,,4.1504707,3.5666857,.25757122,.0629078,1.1636772,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3242,Carnegie Mellon University,100,Top 0.1,.0066009238,.0012067169,.0060215532,,,.0053486116,.77095294,.048222173,1.0962162,.20039961,1.4218976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0032852117,.00052458979,.0005195436,,,,,,,6.3232646,3.5992267,1.0097127,.20215885,1.7568398,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,10,0-20,.0016124364,.00026979542,.0020878583,.0024716263,.00044119084,.0018585081,.7859382,.040152226,.77229208,.12922114,.98263717,.83128715,.073551409,1.329898,.23738979,1.5998058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00011964337,.000013499429,.00041214761,,,,,,,.29029253,.37954247,.03275387,.010836522,.76484859,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,30,20-40,.0016813725,.00022254634,.0020878583,.0015755511,.00032539546,.0018585081,.77687073,.032283727,.80530971,.10659073,1.0366071,.69393826,.053316653,.84775048,.17508423,1.2216512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00012965372,.000011996589,.00041214761,,,,,,,.3145808,.40156633,.029107505,.0094652334,.78338438,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,50,40-60,.0018024322,.00015708605,.0020878583,.0019660401,.00024390464,.0018585081,.82304478,.022934943,.86329246,.075237885,1.048901,.77229571,.038928535,1.0578593,.13123679,1.3697594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00022821919,.0000139224,.00041214761,,,,,,,.55373168,.55981046,.033780131,.0098007424,.98914135,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,65,60-70,.0018046753,.00016147051,.0020878583,.0013478813,.00024293795,.0018585081,.84471929,.024631865,.86436677,.077337869,1.0232592,.8419382,.042900346,.72524905,.13071665,.86140412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00028643836,.000019759676,.00041214761,,,,,,,.69498974,.71717429,.047943205,.014074914,.96906674,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,75,70-80,.0018287771,.00013817687,.0020878583,.0015230495,.000196284,.0018585081,.96378952,.021127203,.87591058,.066181153,.90881938,.9428041,.037613157,.81950116,.10561375,.8692168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0003475376,.000020100697,.00041214761,,,,,,,.84323573,.93301523,.048770625,.014941805,.90377486,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,85,80-90,.0021961492,.00011262731,.0020878583,.0018675533,.0001767354,.0018585081,1.0343815,.016421281,1.051867,.053943943,1.0169044,1.0074483,.031626239,1.004867,.095095307,.99743772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00055231736,.000023468117,.00041214761,,,,,,,1.340096,1.2742217,.056941051,.016269119,1.0516977,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,92.5,90-95,.0024623135,.00012862588,.0020878583,.0023581053,.00023680468,.0018585081,1.1096747,.01821694,1.1793489,.061606612,1.062788,1.136481,.039536666,1.2688162,.12741655,1.1164429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00082804926,.000038494167,.00041214761,,,,,,,2.0091085,1.8292769,.093398981,.026245026,1.0983075,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,95.5,95-96,.0024650269,.00024605796,.0020878583,.0023207502,.00049259677,.0018585081,1.1593511,.036136378,1.1806486,.11785185,1.0183702,1.0651122,.077061556,1.2487167,.26504958,1.1723804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0010769571,.000095899821,.00041214761,,,,,,,2.6130373,2.2916777,.2326832,.064351715,1.140229,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,96.5,96-97,.0026599874,.00024529832,.0020878583,.0029056927,.00047819078,.0018585081,1.1959705,.034427859,1.2740269,.11748801,1.0652661,1.312463,.082815692,1.5634544,.2572982,1.1912369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0011591336,.000098434335,.00041214761,,,,,,,2.8124235,2.5278828,.23883273,.067245752,1.1125609,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,97.5,97-98,.0025064475,.00021773887,.0020878583,.0025848493,.000528234,.0018585081,1.1887454,.03232621,1.2004874,.10428815,1.0098777,1.1781771,.076491043,1.3908194,.28422475,1.1804842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0012869879,.0001031314,.00041214761,,,,,,,3.1226382,2.7889721,.25022927,.070197433,1.1196376,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,98.5,98-99,.0022202907,.00019329712,.0020878583,.0016187666,.00035743564,.0018585081,1.1064941,.029151842,1.0634298,.092581533,.96108049,1.2890068,.07684572,.87100321,.19232397,.67571652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0012558921,.00010192909,.00041214761,,,,,,,3.0471902,2.9308813,.24731208,.071778998,1.0396839,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,99.400002,99-99.9,.0016134591,.00016409896,.0020878583,,,.0018585081,.96212167,.027028805,.77278191,.078596793,.80320603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00097644969,.000094460578,.00041214761,,,,,,,2.3691747,2.7693188,.22919114,.073501982,.85550809,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,99.5,Top 1,.0015955487,.00015362933,.0020878583,.0016553575,.00035794577,.0018585081,.93021935,.024942104,.76420355,.073582262,.82153046,1.1738861,.07043729,.89069158,.19259845,.75875473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00095988263,.000089479305,.00041214761,,,,,,,2.3289778,2.7306154,.217105,.069317125,.8529132,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
3024,Case Western Reserve University,100,Top 0.1,.0014747441,.00045679041,.0020878583,,,.0018585081,.71246415,.065007657,.706343,.2187842,.99140847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0010713811,.00027893082,.00041214761,,,,,,,2.5995083,2.3904536,.67677408,.20654626,1.087454,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,10,0-20,.00059945293,.00020144843,.00074467884,,.00011800378,.00053153333,.9381699,.076946288,.80498183,.2705172,.85803419,.88968319,.11698174,,.22200637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000029883149,6.7060414e-06,.00011433971,,,,,,,.26135409,.42123711,.058650151,.018409444,.62044412,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,30,20-40,.00058271328,.00017752008,.00074467884,.00083741546,.00016278669,.00053153333,.89548117,.05835947,.78250283,.23838475,.87383503,.88250065,.092579618,1.5754712,.30625868,1.7852352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000029646695,5.7387920e-06,.00011433971,,,,,,,.25928608,.42144182,.050190717,.015657919,.61523575,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,50,40-60,.00074197783,.00013046835,.00074467884,.00031042905,.00013180258,.00053153333,.86456233,.040649083,.99637294,.17520083,1.1524594,.76396507,.059185851,.58402556,.24796672,.76446629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000062589788,7.2532985e-06,.00011433971,,,,,,,.54740202,.50557554,.063436389,.014826091,1.0827304,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,65,60-70,.00048098995,.00010233762,.00074467884,.00025870971,.00009659474,.00053153333,.72712982,.038559154,.64590251,.13742517,.88829052,.60129857,.055533979,.48672339,.18172847,.80945379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000054075248,8.5163419e-06,.00011433971,,,,,,,.47293499,.55902952,.074482799,.019650916,.84599286,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,75,70-80,.00046954904,.000093378483,.00074467884,.00023212998,.00008093311,.00053153333,.70524138,.0303756,.630539,.1253943,.89407545,.62659109,.046344981,.43671766,.15226348,.69697392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000068485555,8.9602308e-06,.00011433971,,,,,,,.59896564,.64192283,.078364998,.019496901,.93308043,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,85,80-90,.00045358439,.000059600356,.00074467884,.00036528186,.000081047001,.00053153333,.72283947,.022556156,.6091007,.080034979,.84265,.70538181,.041435443,.68722284,.15247774,.97425652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000097633085,9.8995142e-06,.00011433971,,,,,,,.85388607,.92378974,.086579844,.021892931,.92432946,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
1170,Claremont Mckenna College,92.5,90-95,.00059361343,.000072864277,.00074467884,.00077311543,.00012158185,.00053153333,.92656887,.026970005,.79714018,.097846583,.86031401,1.0162808,.058349952,1.4545004,.22873797,1.4311994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00017202536,.000017404991,.00011433971,,,,,,,1.5045111,1.6541848,.15222175,.039714366,.90951812,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
