id,name,genre,artists,album,popularity,duration_ms,explicit
4CoJdutEpv1RI8zw25GtOA,The One,breakbeat,DJ Icey,The One,15,316078,False
2H5ZmM8jQ1dPwqJg8N2I6W,BREAKBEAT MELODY OLD,breakbeat,DODI XTC,BREAKBEAT MELODY OLD,22,374424,False
6I5dxmkrMMnYq6crcW9Nfx,Retro Breakbeat (Clubbin),breakbeat,Purple Groove,Visionary,14,73333,False
5K16M8ksY85EWIntONrB1U,BreakBeat,breakbeat,Basswell,BreakBeat,12,385355,False
5xBovpr1vp4ukNOOqYnmV0,Breakbeat Aku Tetap Cinta,breakbeat,Khoir Wirawinata,DJ Phone Call Gaya Boxing Full Bass,18,275951,False
23a9IjICN9k9osJxC1NXzt,I Need You (The Edit),breakbeat,DJ Icey,Catalysts of the Catalog,12,167485,False
1I5sKmVffcKK6yYVWjIpVD,breakbeat,breakbeat,Groove lab,House Hysteria,1,145946,False
164zE9tMyOTqESz8W0wDmW,Breakbeat X Jedag Jedug,breakbeat,NP PROJECT,Breakbeat X Jedag Jedug,18,232672,False
1VRhB6YjSM3roBA93gpqos,Vibe Syren,breakbeat,DJ Icey,Vibe Syren,12,178125,False
2Iyc5PZKI7MCUO8EyRcvOM,Breakbeat,breakbeat,"Panda Dance, Panda House, Panda Music",Beat Bash,6,109714,False
4TST6mq0W2Oe9uyhs2yDm5,Breakbeat Melody Stending Motor - Dj Aroel Remix,breakbeat,Rahmat Tahalu,Instrument Stending Motor Compilation 1,17,92423,False
5LoTAmnIDrCfLBopjo7zHG,Give Me Your Love,breakbeat,"DJ Icey, Demerris, Isle Natividad",Catalysts of the Catalog,13,200413,False
53XrTqfhobmuK4VHmgpqbF,BREAKBEAT,breakbeat,ARCHANGELZZ,BREAKBEAT,42,226430,False
7ukQe2QJB3byfigRzBUpno,Breakbeatmania,breakbeat,"Guau, CODE BREAKERZ",Breakbeatmania,9,314666,False
1UrICneawoCaHKbtpo6t09,YUH,breakbeat,DJ Fixx,YUH,10,197333,False
00wdmwjkEveD0RL76gfOq1,Breakbeat,breakbeat,Acco,Breakbeat,1,215255,False
0uuicFowRk0RM4yBIqQm5c,B**ches Ain’t Sh** (Instrumental Version),breakbeat,Breakbeat Kings,Chronic Hip Hop Beats,20,286200,False
6PpDujakqfNYLVXpQZCvmj,I Come Correct,breakbeat,"DJ30A, Huda Hudia",I Come Correct,16,211875,False
0rzJErQTohIRXvAj7uF5sa,BREAKBEAT,breakbeat,Skatch,BREAKBEAT,19,152721,False
30GoZ6RGLffYRG0OvKGk5G,F**k Wit Dre Day (And Everybody’s Celebratin’) (Instrumental Version),breakbeat,Breakbeat Kings,Chronic Hip Hop Beats,19,303346,False
0pZPN08QDc6JduVO20HBBF,Drizzle,breakbeat,DJ Fixx,Drizzle,15,214153,False
6TY8zPz6vG6pbOhk6HoRz3,Breakbeat,breakbeat,Rosper,Breakbeat,1,446370,False
5ely3WizZrfaRYRz8K5LcA,Let Me Ride (Instrumental Version),breakbeat,Breakbeat Kings,Chronic Hip Hop Beats,17,273080,False
3u8m6v0TY9HLjAtga0KheN,Breakbeat Generation,breakbeat,E-Z Rollers,Rollcage Stage II,5,187891,False
6NGFpYVJ15a5vmAQSAfA6S,Breakbeat,breakbeat,Kontekst,Electro Archives,0,154188,False
3EQlYSrVHRDXM8z4VqJvbY,Melemah,breakbeat,"Rebelly band, Breakbeat.id, Rizki mulia",Melemah,22,411245,False
24BVSsnFWbRkYSE7Rx5vbs,Ripped - Breaks Mix,breakbeat,"Huda Hudia, DJ Fixx",Breaks N Trap EP!,9,247486,False
7gIQcdPZvUx1yPFUMuJ8Yd,Breakbeat,breakbeat,Data Overload,Begin,0,257088,False
7hIYNiOvrYnCQiVTW2uI8h,B**ch Please II (Instrumental Version),breakbeat,Breakbeat Kings,Chronic Hip Hop Beats,22,297040,False
08Dciw1fID4HfQD9QaefYl,Chill Breakbeat,breakbeat,Purple Groove,Colours of Groove,15,80232,False
70lKJOLbsGGYqs43YS8fn0,Breakbeat,breakbeat,"Pro the Leader, Dopestyle, Prostyle, American Poets 2099","The Hip Hop Depression, Vol. 2",0,261591,True
6IqTE0UIKjgKgpyjZNNAqv,Always Loving You Breakbeat,breakbeat,"NP PROJECT, DOL FUNK",Always Loving You Breakbeat,28,355804,False
7KgXYNcfIlA7Arv9dI0cx1,We Want Your Soul - Radio Edit,breakbeat,Freeland,We Want Your Soul,18,180480,True
61kePPFHzlpHsdcEvkXxXD,Breakbeat,breakbeat,Aidan Baker,Lost in the Rat Maze,0,365733,False
6C7gXffzhiXLTfagKXjXKX,Breakbeat Melody,breakbeat,"DJ Diva Remix, DJ Viral, Dj TikTok Viral",Breakbeat Melody,26,140070,False
79BvRJogyqRwCuXH2OtbeN,Break It Down!,breakbeat,"Huda Hudia, DJ30A",BREAK IT DOWN!,11,300895,False
71zqF3N2DbT0WoGoNEXIfy,Breakbeat,breakbeat,ABDEXFEMX,Easy Does It,0,201153,False
2LCoc8qwHqVQcU8XMjgZQN,"It Feels So Good - 12"" Breakbeat Mix",breakbeat,Sonique,It Feels So Good,30,363666,False
2giNTwEKQ3zlkzZsR0QV1o,Stop Me Now,breakbeat,"Huda Hudia, DJ Fixx",Breaks N Trap EP!,10,236129,False
0tRdDdcoYFI51wUhiOJ4dn,BREAKBEAT,breakbeat,"SLUDGE, Lucian",THE BODWELL CONNECT,0,155675,True
3z0RCnyJGWMel6njqeafAJ,Broken Heartbeats Sound Like Breakbeats - Remastered,breakbeat,Los Campesinos!,"Hold On Now, Youngster... (Remastered Deluxe Edition)",21,213120,False
6rV8hLHi0LbeCXv3mybQMv,Drop The Bomb - Original Mix,breakbeat,DJ Fixx,Drop The Bomb,13,240000,False
4ZdmTNaBTErD8n9AQE0YaX,British Bombs,british,Declan McKenna,British Bombs,51,297714,True
120p13uQpxSDyauaPSl85D,God Save The King (British National Anthem),british,"Traditional, City of London Choir, Royal Philharmonic Orchestra, Hilary Davan Wetton",God Save The King (British National Anthem),35,98360,False
126gMWNErYr7sJppOezqiC,British People,british,Jim Gaffigan,Noble Ape,30,108247,False
0JGpAI8TACBfNJEKVVb0VQ,British Boy Rap,british,"Mtsg, Salazar2Splashy",British Boy Rap,28,153243,False
2PKGX7glf9mutxRlwrusZd,The British Grenadiers,british,John Williams,Empire Of The Sun (Original Motion Picture Soundtrack),28,149426,False
2sghBF6xPN3NUmtFn9ccUL,British,british,Dino Gala,British,27,135957,True
46TEQjuL9IwWMhbNhWNsIa,The Brits are coming,british,"Mtsg, grayto",The Brits are coming,45,192461,False
6t3SF4je1B5caJ7peFEJwt,The British Grenadiers,british,"Traditional, Nil, The Central Band of The Royal British Legion, Captain David Cole",Rule Britannia!,33,57200,False
4YIZpM6c2yIyM293nlVkTw,british backyard,british,"Eli Fischer, Adam Panek",british backyard,28,75000,False
2b3Vvb1Fd11egOpDuRU8Bq,Like I'm British,british,"ThxSoMch, Yxng LJ",Like I'm British,37,88966,True
5rIZpWFL7hqk9nrlqcElb9,1777 Uk the British Grenadiers March (Mythical Military Marches of England),british,Hits Anthem Back Studio,At Attention ! 60 World Military Song a Essential Collection,33,109229,False
6AWElb3A8ZE1iZe8PjuWix,British Summertime,british,Bent,From the Vaults 1998-2006 Vol.2,31,278759,False
6uvMKqNlrSvcC4NaKnrwjZ,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",british,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",59,278085,True
5fRfNIzmtZPbKv9yVEz5hA,British Gas,british,"Oddprophet, ILLAMAN",Oracle EP,23,287513,True
2SfQF1Uq4fK1Cvd5wcu6dv,British Grenadiers,british,"US Army Strings, SSG K.C. Armstrong, SFC Michael Ford, SFC Nathan Sommers",The United States Army Strings,26,104320,False
0rPaRmMuIvPNc4zxErJbYC,British Columbia - Canadian American,british,Jim Gaffigan,The Pale Tourist,20,79396,False
2MftQaIrlac7vKmlAAdum1,The British Are Coming,british,Weezer,Everything Will Be Alright In The End,24,248560,False
6pqt0Lim1KHfw7GoERpPbJ,The British Grenadiers,british,"Traditional, The Coldstream Guards Band",Pride Of The Nation,11,162066,False
6cRy55klwrG2ovz7C2ACPQ,British,british,Darlene Canales,Step Along,22,179558,False
5KWlmFoYVoUXFFI7X2annS,British Fool,british,Toby Stevenson,Soul,18,190039,False
1Tcx4BMphr7XayLP3tgFzG,Richest Killers,british,Mtsg,Richest Killers,49,171333,False
3xNjuIpEd0uO624w2k1Rd4,British Base – Remix by Toonorth,british,Toonorth,South of the Circle – OST Remixes by Chillhop Music,24,137200,False
78h4MBterBWiRWIQ2FRLyd,British Kid,british,Nick Swardson,Party,19,73573,False
1B5B554dl0Z36trXMkpizv,British Headboards,british,Jeremih,Late Nights: Europe,21,253933,True
6El7vS2pC9O87rFB3CnvbF,british rap,british,"1i1 pimple, lil benjiman",british rap,8,127036,True
2AYykiaLxmJASHGXPNFhsi,British,british,Dark Polo Gang,Trap Lovers,43,188814,True
4hFBsvMoe67o5sHXdlNjKR,British Grenadiers,british,42nd Royal Highlanders,The Long March Home,21,48720,False
3eIRxkHV1xKsSJ8WWFfGjE,British,british,Dark Polo Gang,British,39,188850,True
7HI7CUry0YCRDarPTsARIj,British Leis An Lurighan,british,Bernie Clement,At The Ball And Chain,20,289585,False
59BXbZlY18zTdhGRJCjX8x,British,british,Maya Badian,Maya Badian: Music Inspired by 24 Nations,13,70737,False
2xVLJboYpG7sZuc6fLz0qG,British Blue Sky,british,Ben Wheatley,British Blue Sky,22,119000,False
44e8p447UUFpucWb4FM3J5,British,british,Thumder P,British,13,135511,False
0eCr9kpxcK1TCTQAcTG8LL,BRITISH BOY,british,Yxngxr1,Digikid,12,133953,True
0ptKETY3cw9Tc9xL8cQsVz,British,british,Momus,Yikes!,3,155590,False
1eoyhoDJ2FUjCQ7XlBpH0V,British Dudes,british,Chris D'Elia,White Male. Black Comic.,17,220098,True
76y0YoynIU5O0veH2mgqof,British,british,Random Hand,Inhale / Exhale,6,239066,False
4Eq1mE0wcq0vhkxHGm7TBw,The Great British Bar Off,british,"Devlin, Ed Sheeran",The Great British Bar Off,32,321566,True
36liDbvttbhzghSiijhlBy,British,british,Samuel Samuel,Blue (Songs From the Short Film),0,118500,False
6lrWy0udyOgT8EbM0D8GsM,British Rain,british,Meditation and Sounds,Meditation and Sounds - Vol. I,21,264600,False
3KeEo7mGV8UAtVbbKsew3b,Go On Home British Soldiers,british,Seth Staton Watkins,Easter Rising,22,156390,False
2P49qliYdgVILcC4fO2rdI,British,british,Rony,British,8,178364,False
586dvOx61CsG5w079NCbjG,The British Arrival,british,Randy Edelman,The Last Of The Mohicans (Original Motion Picture Soundtrack),24,122906,False
4g5qrKLJAygqjUPnHvb4vU,British It,british,Pete Holmes,Faces and Sounds,14,155606,True
10djrXjeR3iukSdjqRqYLl,British,british,Dark Polo Gang,Trap Lovers (Reloaded),18,191647,True
19ZKneEgm36Q1iUbBwwLr2,British Boy,british,Songfinch,British Boy,0,182099,False
11FJglOffeHPC324wagzQb,British Mind,british,Hinds,British Mind,7,192127,False
2t2W8w0YvxcWcKRpYs74PY,British,british,The Connecticut Patriots Fife and Drum Corps,Shades of Grey,0,141106,False
5joOTdsEHCmK2JqZyymhbP,British,british,Fleisch,British,1,376877,False
3bFMVxqnk4VidMVOH6H9ir,British,british,Ollie O,British,0,144705,False
73dEb0mXP2AhnE5ax7hSPk,The British Grenadiers,british,E.L. Kurtz,A Soldier's Journey,9,100666,False
45xAgFEdLmkkX95ZZeIVnW,打雀英雄傳,cantopop,Sam Hui,半斤八兩,29,188080,False
3Y3NncH36k6Eekmoc9AzqB,Can't Hop In This,cantopop,Duffy,In My Bag,30,173869,True
1xRMtDxiU8xxAlaDscHIoT,濤,cantopop,Keung To,濤,59,232489,False
7c3qSLvyqFkHtKQLgkGxFU,Cantopop,cantopop,China Syndrome,China Syndrome,0,181400,False
0JJAS4x66kFZZbxgAB5lkQ,Can't Hop A Train,cantopop,Matt Mason,Can't Hop A Train,36,201136,False
63huDpEdqQBN43UgxhoIcX,酷愛,cantopop,Hins Cheung,酷愛,45,234360,False
5oDjO1sHNgWQ4lFoW1tl2v,Caporales San Simón,cantopop,Canto Popular,Por Siempre...,22,241345,False
47MN8iVKji2TUL2DOnXpgJ,女神,cantopop,Joyce Cheng,JOYCE,41,256000,False
6ySxbcCY8ifqY7i7fYA7af,Canto Pa' Desahogarme,cantopop,Lenin Ramírez,Reinicio,28,179008,False
75BdRLNhfCePdvaazgI28a,今宵多珍重,cantopop,Danny Chan,陳百強粉紅色的一生精選,32,230998,False
1sPMVZQJt3Gw9NKj6jCboa,Canto Para Ti,cantopop,Banda Los Recoditos,Canto Para Ti,28,159451,False
4GbTgGizUjRxDIRJKe3r7a,垃圾,cantopop,Candy Lo,"喜歡戀愛""粵語精選""",37,228493,False
2SO5oVHP6RBV5sZbM3n8iL,Canto pal que está despierto,cantopop,Muerdo,Viento Sur,37,257881,False
21Y7Om8LTUS5dNKqKYeywc,念,cantopop,Panther Chan,念,46,288295,False
3FlOPbHJY4LwrrO6Y77fln,Candypop,cantopop,G Sounds,Rj Pasin Samples 6,1,83603,False
0LuBQym8RGIcybVJE5F5iE,Tomorrow,cantopop,AGA,Tomorrow,30,250416,False
1qW5H7li77nVfoAoXW0rGj,薄情歌,cantopop,C AllStar,CANTOPOPSIBILITY,37,229555,False
189r6rbHTV8GwbIshCP5fJ,歡樂今宵,cantopop,Leo Ku,有你這一天,35,224333,False
36gEVMtUNQ1LbwChFHp1xz,差詞,cantopop,C AllStar,CANTOPOPSIBILITY,10,221373,False
2NCHIMKOc6oqj4eT0NKx8s,今宵多珍重,cantopop,Danny Chan,當我想起...陳百強紀念精選,34,230998,False
4Fd5thbqsHwfIEz0rMkEcs,祇想一生跟你走,cantopop,Jacky Cheung,Cantopop,6,311800,False
0PNlAxz1G2WLTC8WRMxUmg,乾,cantopop,MC 張天賦,This is MC,34,219070,False
6P6H8CJOyaneRZcxDiNora,六神合體 (feat. Mastamic),cantopop,"C AllStar, MastaMic",CANTOPOPSIBILITY,6,258053,False
1S1cY016AlRL2rnOO5bolN,濛,cantopop,Juno Mak,Nothing Lasts Forever,38,209413,False
5wvO5nzDuxep7cHJPIC6Qh,每天愛你多一些,cantopop,Jacky Cheung,Best 80s Cantopop,5,278546,False
5fJ9reRZCwq1ezsi9w4CdF,Out of the blue,cantopop,Nancy Kwai,Out of the blue,38,206978,False
7mYfJ77pCVVnZd67jttSt3,可一可再,cantopop,"Eason Chan, eason and the duo band",Cantopop,2,287573,False
6MdW6YlF95hw9FWpIxTAOi,喜歡戀愛,cantopop,Candy Lo,"喜歡戀愛""粵語精選""",31,217760,False
7MB6T9tkVkXrJcxtg12dfI,天堂的花火,cantopop,Alan Tam,Cantopop,2,214312,False
4vbp1GWjMo0pwYYC2dNwun,彳亍,cantopop,Juno Mak,無念,31,242306,False
67NnnoRyLS3jIgjGoZ5dzo,漸漸,cantopop,"Eason Chan, eason and the duo band",Cantopop,2,278000,False
1PxH2IMB4PZ2H5zc5baLZL,Cantonese,cantopop,Bolis Pupul,Letter To Yu,20,292760,False
0JnxOhjiSfJVAg4l3wtQJR,獨一無二,cantopop,"AGA, Gin Lee",Cantopop,1,320256,False
4MSHP1amy1CBfapDSRmv2w,仍會等,cantopop,Joyce Cheng,Believe Us,27,199572,False
1kfykpcse8J6nTc1FFXLhe,紙牌屋,cantopop,Hacken Lee,Cantopop,2,214906,False
44JqJ3F2pXoLNF4nB7Kwnu,有人,cantopop,Juno Mak,Nothing Lasts Forever,34,197400,False
6RaGojnseLYr0IyodIlF5d,一生中最愛 - 電影《雙城故事》歌曲,cantopop,Alan Tam,Cantopop,3,261026,False
2oLgBYqahYEw2VUgcCxXiI,MIZU,cantopop,AGA,MIZU,27,200858,False
0mnLMxYzHjTy7Y0GkxkzDt,很堅強,cantopop,Gin Lee,Cantopop,3,239910,False
3FGadTlzoJ5F4UtUMWrL3h,仍會等,cantopop,Joyce Cheng,仍會等,24,199477,False
2Q8LsLmgwrV7BCqwGeapEG,廢青,cantopop,Alan Tam,Cantopop,1,290158,False
1HsWdmLSDdDel2Dl6ctSO2,零分,cantopop,JUDE,零分,32,254337,False
5wJTsPcM8MJPDgvRB3nFxR,侘寂,cantopop,Gin Lee,Cantopop,0,294000,False
1t5gz9j2e6uq6iTS41GA0D,尊嚴,cantopop,Jason Chan,五年新曲加精選,30,254360,False
1aWbbm9tFdxu0NCuWmp1Sh,奉愛之名,cantopop,Kary Ng,Cantopop,1,247247,False
22DT55qhBCDKnPRPoZcX7n,CityPop,cantopop,AGA,CityPop,25,227248,False
4BP6WFJoE7Sv5NyBMKljkq,天下無敵 - Inspired By Movie 《賭神》,cantopop,Lowell Lo,Cantopop,0,243575,False
4QM774WtzXy2KZeed1xe03,Never mind,cantopop,Nancy Kwai,Never mind,36,251385,False
3dokLN192DpyRv9uYUrLwS,可惜我是水瓶座,cantopop,Miriam Yeung,Cantopop,2,213213,False
2qvAqZKOMBvqWa4AbQen8q,When You're Asleep,cantopop,Jude,Cantopop Hits,0,224954,False
0aLdc9xKWEYVoX73qkx6o3,Chicago House music,chicago-house,DJ Sneak,Chicago House,18,378853,False
5JYbPUFjUn0i8BQy1C5JTs,Percolator - Original Mix,chicago-house,Cajmere,Percolator (Original Mix),35,253718,False
4h4AEqy0iBbjdlbtWvIx5O,Get Get Down,chicago-house,Paul Johnson,Get Get Down,53,367786,False
4YzzjPucCiVQ6OcakYFgZq,Chicago House,chicago-house,Pure Dance Mix,Basement Beats,0,148610,False
6EndqjVovRMvyf7WWcc2WV,CHICAGO (feat. DJ Pharris),chicago-house,"DRAMA, DJ Pharris",CHICAGO (feat. DJ Pharris),42,230000,True
7nQaBI1NTv5kpPyeMruTTK,No Way Back,chicago-house,Adonis,No Way Back,29,295911,False
09IT6ZbPsY5EioVEqeyq4j,Brighter Days - Dajae- Underground Mix '93,chicago-house,"Cajmere, Dajae",It's Time,43,327138,False
7zpE1rYahyF6KiXUjm1YR2,Power Flexible,chicago-house,Chicago House Selection,Organic Passion,0,167680,False
3cAAo9zLKzYiVbNvOC6Uh0,House Nation,chicago-house,"The Housemaster Boyz, The Rude Boy of House",House Nation,24,492186,False
1i8PZ9B37SwJ7h3IkZNEK0,Dancefloor Upbeat,chicago-house,Chicago House Selection,Organic Passion,0,175281,False
5qfjyXMa3NEjGxYHV3h7m8,Follow Me (Club Mix),chicago-house,Aly-Us,Follow Me,27,396586,False
5kfrjV4rWbUcI1T7bres4s,Chicago Sunrise,chicago-house,Sven Tasnadi,Chicago Sunrise,26,496051,False
2XMOxHSyrLktEqo8N5wBES,Basement Synth,chicago-house,Chicago House Selection,Organic Passion,0,186697,False
1Ryu9X9AOVvouMn2IL0jJd,In Chicago - Extended Mix,chicago-house,John Summit,In Chicago,23,339067,False
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),chicago-house,"Drake, Giveon",Dark Lane Demo Tapes,72,220487,True
4HnnqBqSFdlm4MlOqxo7yi,Organic Captivating,chicago-house,Chicago House Selection,Organic Passion,0,220995,False
3TOXCM47jxS22kqCJrQvB2,Housenation,chicago-house,The Housemaster Boyz,Housenation,16,490316,False
74oBQ9l3m1Q32dAtQ4zrlb,I Discover,chicago-house,"Felix Da Housecat, Chris Trucher",I Discover,33,155750,False
2CgkfPOXUiybH6h4Rjxz8B,Disco Captivating,chicago-house,Chicago House Selection,Organic Passion,0,205766,False
5gqKLO4Y6mp2cLqmuYX6Gx,Get Down Lil' Momma,chicago-house,Traxman,Juke City Volume 1,22,241693,True
7dOTL49CqAf6Vh0wg9dlFU,Close - Radio Edit,chicago-house,Chez Damier,Close,23,234760,False
1ODnVHe7JQ3VckSxuDWRh8,Studio Light,chicago-house,Chicago House Selection,Organic Passion,0,163866,False
0V4fEuvn0gtQaPauR7rWvc,Chicago Memory,chicago-house,Mangabey,Chicago Memory EP,17,360069,False
2hllrCtTk03JaMGWZkCU2x,IM FROM CHICAGO,chicago-house,DJPJMADEDISTRACK,IM FROM CHICAGO,13,249325,False
7cu5ogoKn8Eb03QkhCzN7L,Adventure Distorted,chicago-house,Chicago House Selection,Organic Passion,0,148610,False
09dxbPNAqyI9LuLHWQ1ynK,So Glad,chicago-house,Fingers Inc.,Another Side,17,378933,False
4ZrsvBpL8rf6NUmi2bUiI8,Electronica Historic,chicago-house,Chicago House Selection,Organic Passion,0,156212,False
3OrcEhLzxv1YX597jGjEI7,Move Your Body,chicago-house,"Marshall Jefferson, Solardo",Move Your Body,61,196109,False
499H3An7EsRyqUcOGTxzku,Get Get Down - Original Mix,chicago-house,Paul Johnson,The Groove I Have LP,33,551999,False
07N4P7V6mWPL9Mzh3LngTq,Funky Adventure,chicago-house,Chicago House Selection,Organic Passion,0,137195,False
4dKi8v4oeEpGDz18UXF2E5,The House Music Anthem (Move Your Body),chicago-house,Marshall Jefferson,The House Music Anthem,26,468575,False
1I6HkdpWHWhKLw3pkvzDs6,This Is Chicago House!,chicago-house,"Vince Lawrence, Chuck Roberts",This Is Chicago House,2,196563,False
1vaa6iGoQXvl4ehfY7HTmH,Garage Fusion,chicago-house,Chicago House Selection,Organic Passion,0,148610,False
3iP3Dh5eQd682vvS1e2nYx,Home Town Chicago Outro,chicago-house,Boo Williams,The Best of Boo Williams,19,89686,False
4dHaDWK76Pas6huFoMHsnh,Afterparty Connection,chicago-house,Chicago House Selection,Organic Passion,0,167680,False
2OI2hCbcHZ4ria2r8rKu8F,GUFM,chicago-house,Mangabey,Chicago Memory EP,16,275256,False
54ElD23o5S9WrNrvyno6nb,Earth iconic,chicago-house,Chicago House Selection,Organic Passion,0,171467,False
1YGsHB6UTDKXYRvJjmsZm6,Chicago,chicago-house,Apres,Chicago (Original Mix),20,241122,False
6bWTxJ1LhmDDhmF1f3TOPS,Tech Captivating,chicago-house,Chicago House Selection,Organic Passion,0,160052,False
65IqEOtZa8mDACZHLMjqP9,Get Get Down,chicago-house,Paul Johnson,Summer MIX MAG Vol.8,30,67240,False
1qZFptHFt1Lp8tZB3rQOAU,Sensory Vinyl,chicago-house,Chicago House Selection,Organic Passion,0,156238,False
4KRTUSUST8kX6LHysYeGQF,CHICAGO CONSCIOUS,chicago-house,"Pirate Reem, Herb, Spenzo, Louie",CHICAGO CONSCIOUS,16,300907,True
00ZIuxq31ugr2wODVKhVgf,House Music Is Chicago - Deep House Remix,chicago-house,Rob Wegner,House Music Is Chicago (Deep House Remix),2,335409,False
7g6YQndW1x5aYVXXQTpg2P,COre Summer,chicago-house,Chicago House Selection,Organic Passion,0,148610,False
6ESRaxcp7REupnmyNYnJw0,Chicago House Scene - Freaky Mix Silk Extended Edit,chicago-house,"Fast Eddie, Steve ""Silk"" Hurley","The Chicago LP, Volume 3 of 4",3,290145,False
4GiBRsGIv444s6n3mQfv3v,Disco Haze,chicago-house,Chicago House Selection,Organic Passion,0,186697,False
3fEft7Ezhzt2ESDNqs6u1A,Night Train,chicago-house,Alinka,Night Train,13,402080,False
014YDcEHDC91V4ZgklkMJ1,Tech Basement,chicago-house,Chicago House Selection,Organic Passion,0,171467,False
0e7Cem09Vtt7iUwpsgCd7w,Time To Jack - House Mix,chicago-house,Chip E.,Time To Jack,18,473786,False
5pf1Yp109dF4khuaw15a6k,Cloudburst Haze,chicago-house,Chicago House Selection,Organic Passion,0,163866,False
4wtR6HB3XekEengMX17cpc,Children,children,Robert Miles,Children (Dance Vault Mixes),65,243266,False
56sCsLi2iULKchuWnhCsCi,Children’s Song,children,Vince Staples,Dark Times,59,132631,True
5clz8BOBulxx7q2yHxqOCk,Children of the Grave - 2014 Remaster,children,Black Sabbath,Master of Reality (2014 Remaster),51,317206,False
15HgR9Ht4obJOcMG4wregp,Children's Story,children,Slick Rick,The Great Adventures Of Slick Rick (Deluxe Edition),52,242040,True
52s05aBQd2LVc6EWIQCQI1,Are You Dead Yet?,children,Children Of Bodom,Are You Dead Yet?,52,234880,False
7cEkyAXkwXCxTR3IKE0XHu,Children - Dream Version,children,Robert Miles,Dreamland,43,426626,False
0S2YqxcLHI4027CEricKpI,Children of the Machine,children,"CG5, Dagames",Children of the Machine,45,164938,False
72ZarLfZuVXLa2VN1jzAWk,Children of the Korn (feat. Ice Cube),children,"Korn, Ice Cube",Follow The Leader,50,232600,True
6dKZsO5pTbHSG7HPvmXYkV,Children of the Heavenly Father,children,Billie Chandler,Children of the Heavenly Father,55,152509,False
1ixLFujIh8pCLbZi12eVat,Children Of Cybertron,children,Emmure,Speaker Of The Dead,38,93733,True
5iiadi85b2MArbziJVTsEv,Children Of The Sun,children,Billy Thorpe,Children Of The Sun...Revisited,34,404493,False
6wffjjTQR9b6d2OFGlMPkS,Children's Brown Noise,children,The Tone-Gens,Chill with Brown Noise,52,219500,False
3PUnmXpIRfLa8yI9wfgJPC,Children,children,"Tinlicker, Robert Miles",Children,48,245927,False
1W7ughJhjRaANaAUcxTfnC,Children of the Sky (a Starfield song),children,Imagine Dragons,Children of the Sky (a Starfield song),62,207611,False
6bCJnCkDrjq3qGYUSQvjr6,Children Of The Grave,children,White Zombie,Let Sleeping Corpses Lie,35,350306,False
4etZ4h4qNeYRFJrYqaSQqw,Children Sleep Brown Noise,children,Arx,Sleep Ambient Brown Noise,50,164000,False
2JPgqQuuOprW8STXRRugMW,Children of the Sea - 2008 Remaster,children,Black Sabbath,Heaven and Hell (2008 Remaster),40,334586,False
1PutjmUMXsJwhQwoMvZBEr,Children Die,children,Daniel Simaz,Children Die,41,119117,False
7sK3nu6yk8urQ44ouEB7Au,Children,children,Justin Bieber,Purpose (Deluxe),47,223333,False
1VkQvvzuwYvNHHl4w3mp2z,"Children's Corner, CD 119: I. Doctor Gradus ad Parnassum",children,"Claude Debussy, Steven Osborne",Claude Debussy & Gabriel Fauré - Steven Osborne,4,141080,False
43NEu8Y1AiHMtjsDiBS64T,If You Want Peace... Prepare For War,children,Children Of Bodom,Are You Dead Yet?,44,237640,True
5U3TnVAnFl1oACUOl1tjpB,"Children's Corner, CD 119: II. Jimbo's Lullaby",children,"Claude Debussy, Steven Osborne",Claude Debussy & Gabriel Fauré - Steven Osborne,4,195653,False
2wJthJddoD9GJCBt9Ae7sf,Children of Heaven,children,Sword,Metalized,43,157663,False
42M2VBeuNaVhQl1IygjskN,Children Of Sanchez,children,Chuck Mangione,A&M Gold Series,28,198160,False
0Z96d2F88rt46gNttqqkQi,"Children's Corner, CD 119: III. Serenade for the Doll",children,"Claude Debussy, Steven Osborne",Claude Debussy & Gabriel Fauré - Steven Osborne,4,143466,False
1K6gyNdEjiap8P5IBELG6t,Children,children,Rameses B,Children,39,204310,False
3P4uUs9X0cPw7rf37NTndV,Children Of The Revolution,children,T. Rex,Children Of The Revolution,39,150186,False
5pbC0M4v89oKSixzXCoRMF,"Children's Corner, CD 119: IV. The Snow Is Dancing",children,"Claude Debussy, Steven Osborne",Claude Debussy & Gabriel Fauré - Steven Osborne,4,154386,False
0XhdXD605cME2toAA3nlZb,Childs Play,children,ShowTime,Childs Play,31,93374,True
7Bg90Jhm3Dhtu7m2YCpo6C,Children - Radio Edit,children,"Deborah de Luca, Robert Miles",Children,57,206222,False
35Auj9Cn928mg3qrNAJ3DQ,"Children's Corner, CD 119: V. The Little Shepherd",children,"Claude Debussy, Steven Osborne",Claude Debussy & Gabriel Fauré - Steven Osborne,3,141360,False
2NPtVBSGFmYaYKfDiQvhpG,Living Dead Beat,children,Children Of Bodom,Are You Dead Yet?,38,318093,True
