match_id,rival,rival_confederation,peru_score,rival_score,peru_awarded_score,rival_awarded_score,result,shootout_result,awarded_result,tournament_name,tournament_type,official,stadium,city,country,elevation,peru_condition,coach,coach_nationality,date
M0141,Argentina,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1969-08-03
M0142,Bolivia,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Didí,Brazil,1969-08-10
M0143,Bolivia,CONMEBOL,3,0,3,0,W,,W,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1969-08-17
M0144,Argentina,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 1970,FIFA World Cup Qualifiers,True,La Bombonera,Buenos Aires,Argentina,25,away,Didí,Brazil,1969-08-31
M0145,Czechoslovakia,UEFA,0,2,0,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-04
M0146,Czechoslovakia,UEFA,2,1,2,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-07
M0147,Romania,UEFA,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-09
M0148,USSR,UEFA,0,0,0,0,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-14
M0149,USSR,UEFA,0,2,0,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-20
M0150,Bulgaria,UEFA,1,3,1,3,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-21
M0151,Bulgaria,UEFA,5,3,5,3,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-02-24
M0152,Mexico,CONCACAF,0,1,0,1,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-03-05
M0153,Mexico,CONCACAF,1,0,1,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-03-08
M0154,Mexico,CONCACAF,1,3,1,3,L,,L,,,False,Estadio Azteca,Mexico City,Mexico,2240,away,Didí,Brazil,1970-03-15
M0155,Mexico,CONCACAF,3,3,3,3,D,,D,,,False,Estadio León,Leon,Mexico,1800,away,Didí,Brazil,1970-03-18
M0156,Uruguay,CONMEBOL,0,2,0,2,L,,L,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Didí,Brazil,1970-03-31
M0157,El Salvador,CONCACAF,3,0,3,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,1970-04-21
M0158,Bulgaria,UEFA,3,2,3,2,W,,W,FIFA World Cup 1970,FIFA World Cup,True,Estadio León,Leon,Mexico,1800,neutral,Didí,Brazil,1970-06-02
M0159,Morocco,CAF,3,0,3,0,W,,W,FIFA World Cup 1970,FIFA World Cup,True,Estadio León,Leon,Mexico,1800,neutral,Didí,Brazil,1970-06-06
M0160,Germany,UEFA,1,3,1,3,L,,L,FIFA World Cup 1970,FIFA World Cup,True,Estadio León,Leon,Mexico,1800,neutral,Didí,Brazil,1970-06-10
M0161,Brazil,CONMEBOL,2,4,2,4,L,,L,FIFA World Cup 1970,FIFA World Cup,True,Estadio Jalisco,Guadalajara,Mexico,1566,neutral,Didí,Brazil,1970-06-14
M0162,Paraguay,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,1971-07-27
M0163,Chile,CONMEBOL,1,0,1,0,W,,W,Copa del Pacífico 1971,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,1971-08-11
M0164,Paraguay,CONMEBOL,0,2,0,2,L,,L,,,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Alejandro Heredia,Peru,1971-08-15
M0165,Chile,CONMEBOL,0,1,0,1,L,,L,Copa del Pacífico 1971,Copa del Pacífico,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Alejandro Heredia,Peru,1971-08-18
M0166,Colombia,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio El Campín,Bogota,Colombia,2582,away,Lajos Baróti,Hungary,1972-03-29
M0167,Mexico,CONCACAF,1,2,1,2,L,,L,,,False,Estadio Azteca,Mexico City,Mexico,2240,away,Lajos Baróti,Hungary,1972-04-05
M0168,USSR,UEFA,0,2,0,2,L,,L,,,False,Olimpiyskiy National Sports Complex,Kiev,USSR,179,away,Lajos Baróti,Hungary,1972-04-19
M0169,Romania,UEFA,2,2,2,2,D,,D,,,False,Stadionul Republicii,Bucharest,Romania,75,away,Lajos Baróti,Hungary,1972-04-23
M0170,Scotland,UEFA,0,2,0,2,L,,L,,,False,Hampden Park,Glasgow,Scotland,66,away,Lajos Baróti,Hungary,1972-04-26
M0171,Netherlands,UEFA,0,3,0,3,L,,L,,,False,Stadion Feijenoord,Rotterdam,Netherlands,-2,away,Lajos Baróti,Hungary,1972-05-03
M0172,Colombia,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1972-06-06
M0173,Bolivia,CONMEBOL,3,0,3,0,W,,W,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Couto Pereira,Curitiba,Brazil,934,neutral,Roberto Scarone,Uruguay,1972-06-11
M0174,Paraguay,CONMEBOL,0,1,0,1,L,,L,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Pedro Pedrossian,Campo Grande,Brazil,592,neutral,Roberto Scarone,Uruguay,1972-06-14
M0175,Venezuela,CONMEBOL,1,0,1,0,W,,W,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Vivaldo Lima,Manaus,Brazil,92,neutral,Roberto Scarone,Uruguay,1972-06-18
M0176,Yugoslavia,UEFA,1,2,1,2,L,,L,Copa Independencia de Brasil,Copa Independencia de Brasil,False,Estádio Vivaldo Lima,Manaus,Brazil,92,neutral,Roberto Scarone,Uruguay,1972-06-25
M0177,Mexico,CONCACAF,3,2,3,2,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1972-08-09
M0178,Argentina,CONMEBOL,0,2,0,2,L,,L,Copa Mariscal Ramon Castilla 1972,Copa Mariscal Ramon Castilla,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1972-10-25
M0179,Guatemala,CONCACAF,5,1,5,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1973-03-04
M0180,Bolivia,CONMEBOL,2,0,2,0,W,,W,Copa Mariscal Sucre,Copa Mariscal Sucre,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1973-03-24
M0181,Paraguay,CONMEBOL,1,0,1,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1973-03-28
M0182,Paraguay,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Roberto Scarone,Uruguay,1973-04-08
M0183,Panama,CONCACAF,4,0,4,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1973-04-23
M0184,Chile,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 1974,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1973-04-29
M0185,Chile,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 1974,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Roberto Scarone,Uruguay,1973-05-13
M0186,Colombia,CONMEBOL,3,1,3,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Scarone,Uruguay,1973-07-01
M0187,Bolivia,CONMEBOL,0,2,0,2,L,,L,Copa Mariscal Sucre,Copa Mariscal Sucre,False,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Roberto Scarone,Uruguay,1973-07-15
M0188,Argentina,CONMEBOL,1,3,1,3,L,,L,Copa Mariscal Ramon Castilla 1973,Copa Mariscal Ramon Castilla,False,La Bombonera,Buenos Aires,Argentina,25,away,Roberto Scarone,Uruguay,1973-07-27
M0189,Chile,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1974,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Roberto Scarone,Uruguay,1973-08-05
M0190,Ecuador,CONMEBOL,0,6,0,6,L,,L,,,False,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Marcos Calderón,Peru,1975-06-22
M0191,Ecuador,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio George Capwell,Guayaquil,Ecuador,4,away,Marcos Calderón,Peru,1975-06-25
M0192,Ecuador,CONMEBOL,2,0,2,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1975-07-01
M0193,Paraguay,CONMEBOL,2,0,2,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1975-07-10
M0194,Chile,CONMEBOL,1,1,1,1,D,,D,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Marcos Calderón,Peru,1975-07-17
M0195,Bolivia,CONMEBOL,1,0,1,0,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Jesús Bermúdez,Oruro,Bolivia,3735,away,Marcos Calderón,Peru,1975-07-27
M0196,Bolivia,CONMEBOL,3,1,3,1,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1975-08-07
M0197,Chile,CONMEBOL,3,1,3,1,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1975-08-20
M0198,Brazil,CONMEBOL,3,1,3,1,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estádio Mineirão,Belo Horizonte,Brazil,760,away,Marcos Calderón,Peru,1975-09-30
M0199,Brazil,CONMEBOL,0,2,0,2,L,,L,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1975-10-04
M0200,Colombia,CONMEBOL,0,1,0,1,L,,L,Copa América 1975,Copa América/Sudamericano,True,Estadio El Campín,Bogota,Colombia,2582,away,Marcos Calderón,Peru,1975-10-16
M0201,Colombia,CONMEBOL,2,0,2,0,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1975-10-22
M0202,Colombia,CONMEBOL,1,0,1,0,W,,W,Copa América 1975,Copa América/Sudamericano,True,Estadio Olímpico UCV,Caracas,Venezuela,1037,neutral,Marcos Calderón,Peru,1975-10-28
M0203,Uruguay,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,1976-10-12
M0204,Argentina,CONMEBOL,1,3,1,3,L,,L,Copa Mariscal Ramon Castilla 1976,Copa Mariscal Ramon Castilla,False,Estadio Nacional de Perú,Lima,Peru,154,home,Alejandro Heredia,Peru,1976-10-28
M0205,Argentina,CONMEBOL,0,1,0,1,L,,L,Copa Mariscal Ramon Castilla 1976,Copa Mariscal Ramon Castilla,False,Estadio José Amalfitani,Buenos Aires,Argentina,25,away,Alejandro Heredia,Peru,1976-11-10
M0206,Uruguay,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Alejandro Heredia,Peru,1976-11-24
M0207,Hungary,UEFA,3,2,3,2,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1977-02-09
M0208,Ecuador,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Marcos Calderón,Peru,1977-02-20
M0209,Chile,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Marcos Calderón,Peru,1977-03-06
M0210,Ecuador,CONMEBOL,4,0,4,0,W,,W,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1977-03-12
M0211,Chile,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1977-03-26
M0212,Mexico,CONCACAF,1,1,1,1,D,,D,,,False,Estadio Azteca,Mexico City,Mexico,2240,away,Marcos Calderón,Peru,1977-05-17
M0213,Mexico,CONCACAF,1,2,1,2,L,,L,,,False,Estadio Universitario (UANL),Monterrey,Mexico,540,away,Marcos Calderón,Peru,1977-05-24
M0214,Haiti,CONCACAF,2,1,2,1,W,,W,,,False,Port-au-Prince,Port-au-Prince,Haiti,15,away,Marcos Calderón,Peru,1977-05-26
M0215,Haiti,CONCACAF,2,2,2,2,D,,D,,,False,Port-au-Prince,Port-au-Prince,Haiti,15,away,Marcos Calderón,Peru,1977-05-29
M0216,Poland,UEFA,1,3,1,3,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1977-06-10
M0217,Brazil,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Olímpico Pascual Guerrero,Cali,Colombia,1018,neutral,Marcos Calderón,Peru,1977-07-10
M0218,Bolivia,CONMEBOL,5,0,5,0,W,,W,FIFA World Cup Qualifiers 1978,FIFA World Cup Qualifiers,True,Estadio Olímpico Pascual Guerrero,Cali,Colombia,1018,neutral,Marcos Calderón,Peru,1977-07-17
M0219,Argentina,CONMEBOL,1,2,1,2,L,,L,Copa Mariscal Ramon Castilla 1978,Copa Mariscal Ramon Castilla,False,La Bombonera,Buenos Aires,Argentina,25,away,Marcos Calderón,Peru,1978-03-19
M0220,Argentina,CONMEBOL,1,3,1,3,L,,L,Copa Mariscal Ramon Castilla 1978,Copa Mariscal Ramon Castilla,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1978-03-23
M0221,Bulgaria,UEFA,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1978-04-01
M0222,Mexico,CONCACAF,1,0,1,0,W,,W,,,False,Los Angeles Memorial Coliseum,Los Angeles,United States,93,neutral,Marcos Calderón,Peru,1978-04-11
M0223,China,AFC,2,1,2,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,1978-04-22
M0224,Brazil,CONMEBOL,0,3,0,3,L,,L,,,False,Estádio do Maracanã,Rio de Janeiro,Brazil,11,away,Marcos Calderón,Peru,1978-05-01
M0225,Scotland,UEFA,3,1,3,1,W,,W,FIFA World Cup 1978,FIFA World Cup,True,	Estadio Chateau Carreras,Cordoba,Argentina,440,neutral,Marcos Calderón,Peru,1978-06-03
M0226,Netherlands,UEFA,0,0,0,0,D,,D,FIFA World Cup 1978,FIFA World Cup,True,Estadio Malvinas Argentinas,Mendoza,Argentina,769,neutral,Marcos Calderón,Peru,1978-06-07
M0227,Iran,AFC,4,1,4,1,W,,W,FIFA World Cup 1978,FIFA World Cup,True,	Estadio Chateau Carreras,Cordoba,Argentina,440,neutral,Marcos Calderón,Peru,1978-06-11
M0228,Brazil,CONMEBOL,0,3,0,3,L,,L,FIFA World Cup 1978,FIFA World Cup,True,Estadio Malvinas Argentinas,Mendoza,Argentina,769,neutral,Marcos Calderón,Peru,1978-06-14
M0229,Poland,UEFA,0,1,0,1,L,,L,FIFA World Cup 1978,FIFA World Cup,True,Estadio Malvinas Argentinas,Mendoza,Argentina,769,neutral,Marcos Calderón,Peru,1978-06-18
M0230,Argentina,CONMEBOL,0,6,0,6,L,,L,FIFA World Cup 1978,FIFA World Cup,True,Estadio Gigante de Arroyito,Rosario,Argentina,25,away,Marcos Calderón,Peru,1978-06-21
M0231,Ecuador,CONMEBOL,2,1,2,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,1979-07-11
M0232,Colombia,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,1979-07-18
M0233,Colombia,CONMEBOL,2,1,2,1,W,,W,,,False,Estadio El Campín,Bogota,Colombia,2582,away,José Chiarella,Peru,1979-07-25
M0234,Ecuador,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,José Chiarella,Peru,1979-08-08
M0235,Uruguay,CONMEBOL,2,0,2,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,1979-08-30
M0236,Scotland,UEFA,1,1,1,1,D,,D,,,False,Hampden Park,Glasgow,Scotland,66,away,José Chiarella,Peru,1979-09-12
M0237,Paraguay,CONMEBOL,2,3,2,3,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,1979-10-10
M0238,Chile,CONMEBOL,1,2,1,2,L,,L,Copa América 1979,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,José Chiarella,Peru,1979-10-17
M0239,Chile,CONMEBOL,0,0,0,0,D,,D,Copa América 1979,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,José Chiarella,Peru,1979-10-24
M0240,Mexico,CONCACAF,0,1,0,1,L,,L,,,False,Estadio Universitario (UANL),Monterrey,Mexico,540,away,José Chiarella,Peru,1979-11-01
M0241,Uruguay,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan José Tan,Peru,1980-07-18
M0242,Uruguay,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Marcos Calderón,Peru,1980-11-12
M0243,Czechoslovakia,UEFA,1,3,1,3,L,,L,,,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Alejandro Heredia,Peru,1981-02-04
M0244,Bulgaria,UEFA,1,2,1,2,L,,L,,,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Alejandro Heredia,Peru,1981-02-11
M0245,Chile,CONMEBOL,0,3,0,3,L,,L,,,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Alejandro Heredia,Peru,1981-04-19
M0246,Colombia,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio El Campín,Bogota,Colombia,2582,away,Tim,Brazil,1981-07-26
M0247,Chile,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,1981-08-05
M0248,Colombia,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,1981-08-16
M0249,Uruguay,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Tim,Brazil,1981-08-23
M0250,Uruguay,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 1982,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,1981-09-06
M0251,Chile,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Tim,Brazil,1982-03-23
M0252,Chile,CONMEBOL,1,0,1,0,W,,W,Copa del Pacífico 1982,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,1982-03-30
M0253,Hungary,UEFA,2,1,2,1,W,,W,,,False,Ferenc Puskas Stadium,Budapest,Hungary,151,away,Tim,Brazil,1982-04-18
M0254,Algeria,CAF,1,1,1,1,D,,D,,,False,Stade du 5-Juillet-1962,Algiers,Algeria,0,away,Tim,Brazil,1982-04-25
M0255,France,UEFA,1,0,1,0,W,,W,,,False,Parc des Princes,Paris,France,33,away,Tim,Brazil,1982-04-28
M0256,Romania,UEFA,2,0,2,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Tim,Brazil,1982-05-17
M0257,Cameroon,CAF,0,0,0,0,D,,D,FIFA World Cup 1982,FIFA World Cup,True,Estadio de Riazor,La Coruña,Spain,21,neutral,Tim,Brazil,1982-06-15
M0258,Italy,UEFA,1,1,1,1,D,,D,FIFA World Cup 1982,FIFA World Cup,True,Estadio de Balaidos,Vigo,Spain,62,neutral,Tim,Brazil,1982-06-18
M0259,Poland,UEFA,1,5,1,5,L,,L,FIFA World Cup 1982,FIFA World Cup,True,Estadio de Riazor,La Coruña,Spain,21,neutral,Tim,Brazil,1982-06-22
M0260,Uruguay,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan José Tan,Peru,1983-07-18
M0261,Chile,CONMEBOL,0,1,0,1,L,,L,Copa del Pacífico 1983,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,1983-07-21
M0262,Chile,CONMEBOL,0,2,0,2,L,,L,Copa del Pacífico 1983,Copa del Pacífico,False,Estadio Carlos Dittborn,Arica,Chile,2,away,Juan José Tan,Peru,1983-08-03
M0263,Uruguay,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,1983-08-11
M0264,Colombia,CONMEBOL,1,0,1,0,W,,W,Copa América 1983,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,1983-08-17
M0265,Bolivia,CONMEBOL,1,1,1,1,D,,D,Copa América 1983,Copa América/Sudamericano,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Juan José Tan,Peru,1983-08-21
M0266,Colombia,CONMEBOL,2,2,2,2,D,,D,Copa América 1983,Copa América/Sudamericano,True,Estadio El Campín,Bogota,Colombia,2582,away,Juan José Tan,Peru,1983-08-28
M0267,Bolivia,CONMEBOL,2,1,2,1,W,,W,Copa América 1983,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,1983-09-04
M0268,Paraguay,CONMEBOL,0,2,0,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,1983-10-05
M0269,Paraguay,CONMEBOL,1,4,1,4,L,,L,,,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Juan José Tan,Peru,1983-10-07
M0270,Uruguay,CONMEBOL,0,1,0,1,L,,L,Copa América 1983,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan José Tan,Peru,1983-10-13
M0271,Uruguay,CONMEBOL,1,1,1,1,D,,D,Copa América 1983,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan José Tan,Peru,1983-10-20
M0272,Honduras,CONCACAF,1,3,1,3,L,,L,,,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Moisés Barack,Peru,1984-02-26
M0273,Colombia,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio El Campín,Bogota,Colombia,2582,away,Moisés Barack,Peru,1984-07-26
M0274,Colombia,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1984-08-09
M0275,Uruguay,CONMEBOL,0,2,0,2,L,,L,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Moisés Barack,Peru,1984-09-19
M0276,Uruguay,CONMEBOL,1,3,1,3,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1984-10-03
M0277,Bolivia,CONMEBOL,3,0,3,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1985-02-17
M0278,Chile,CONMEBOL,2,1,2,1,W,,W,,,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Moisés Barack,Peru,1985-02-24
M0279,Uruguay,CONMEBOL,2,2,2,2,D,,D,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Moisés Barack,Peru,1985-02-27
M0280,Chile,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1985-03-09
M0281,Ecuador,CONMEBOL,1,0,1,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1985-03-21
M0282,Uruguay,CONMEBOL,2,1,2,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1985-04-23
M0283,Brazil,CONMEBOL,1,0,1,0,W,,W,,,False,Estádio Nacional Mané Garrincha,Brasilia,Brazil,1171,away,Moisés Barack,Peru,1985-04-28
M0284,Bolivia,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Ramón Tahuichi Aguilera Costas,Santa Cruz,Bolivia,416,away,Moisés Barack,Peru,1985-05-01
M0285,Colombia,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio El Campín,Bogota,Colombia,2582,away,Moisés Barack,Peru,1985-05-26
M0286,Venezuela,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Polideportivo de Pueblo Nuevo,San Cristobal,Venezuela,900,away,Moisés Barack,Peru,1985-06-02
M0287,Colombia,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Moisés Barack,Peru,1985-06-09
M0288,Venezuela,CONMEBOL,4,1,4,1,W,,W,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Chale,Peru,1985-06-16
M0289,Argentina,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Chale,Peru,1985-06-23
M0290,Argentina,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,Roberto Chale,Peru,1985-06-30
M0291,Mexico,CONCACAF,0,0,0,0,D,,D,,,False,Los Angeles Memorial Coliseum,Los Angeles,United States,93,neutral,Roberto Chale,Peru,1985-09-20
M0292,Mexico,CONCACAF,0,1,0,1,L,,L,,,False,Spartan Stadium,San Jose,United States,25,neutral,Roberto Chale,Peru,1985-09-22
M0293,Paraguay,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Chale,Peru,1985-10-16
