Name,Distance (ly),Luminosity (L/Lo),Radius (R/Ro),Temperature (K),Spectral Class
Betelgeuse,642.6993191749599,126004.33011528915,886.996238330138,3482.913533547304,M2Iab
Lalande 21185,8.144854579475982,-1.4953798799163283,0.4578056842243665,3427.7908259214564,M2.1V
Capella,42.65444955623385,77.89996416831873,12.059956279582682,4953.960884388006,G8III
Achernar,144.4397778356189,3153.6198983288955,9.157460216023386,14980.806629012488,B6Vep
Alnilam,2000.0880201642992,53702.76196695219,32.36957560840282,27537.942365662122,B0Ia
Rigel,859.9824983681953,119998.62299140115,78.91303443626789,12085.710676444596,B8Ia
Castor,52.22988431306953,54.099526820783055,2.341583905473246,10293.764261845483,A1V
Hadar,349.9762351065161,49997.02136689043,9.002662918933126,24998.190819959676,B1III
Alnilam,2000.377238593158,53702.78826659873,32.340054519445154,27456.537115962084,B0Ia
Hadar,349.8025258945259,49998.0695274668,9.099062530956529,24984.25348850092,B1III
Sirius,8.650238632854773,25.384186490272075,1.6419024473267774,9981.789237855872,A1V
Rigil Kentaurus,4.142560356201541,-3.409763574323616,1.129143335844198,5837.601488919213,G2V
Fomalhaut,25.132967410517995,20.863466303473007,1.812050356154002,8573.561550669108,A3V
Fomalhaut,24.908006486525945,18.947503258018802,1.8593885820231693,8550.148653413544,A3V
Mira,417.7833122552771,8702.919445956213,369.96974684811136,2944.801066776992,M7IIIe
Procyon,11.561154029092972,11.127636055713175,1.9980519891339659,6492.727527255873,F5IV-V
Mira,418.0577769995517,8702.628165997337,369.9577872160376,2922.3529638603686,M7IIIe
Achernar,143.58377436946893,3154.0943334053554,9.28649517118028,14987.672115777534,B6Vep
Antares,550.4834100624427,9995.999324590084,680.0122219445168,3468.906853654205,M1.5Iab
Altair,16.754464460371924,5.99788943061886,1.6221541738349006,7534.314145799876,A7V
Bellatrix,239.93285610754845,6397.415458459581,5.768024266938191,22598.96932304299,B2III
Lalande 21185,8.778835112157529,0.9661196267349227,0.31173602545008877,3437.9462535855955,M2.1V
Vega,25.48267392461975,43.143004904768915,2.3781405597207295,9615.286109199222,A0V
Mira,417.9698200829036,8702.747824718203,370.031379577419,2908.9053112542947,M7IIIe
Arcturus,36.32229979885953,172.62720869691438,25.394601834434013,4334.366638619499,K1.5III
Vega,25.06973647278645,42.58073946132156,2.311884583267881,9639.90846974805,A0V
Altair,16.723699215336318,7.755495987710255,1.531232494293574,7580.000022793084,A7V
Fomalhaut,24.63695818655648,19.023124550190577,1.886319861515815,8572.460129705985,A3V
Alpha Centauri B,3.8798822553990275,0.7910473169383339,0.9139765233764823,5295.11315329918,K1V
Fomalhaut,25.291726752209044,15.472854803761287,1.771133455977071,8547.759463959905,A3V
Canopus,309.7226809100175,10504.045242465518,70.92404023319769,7325.448677329159,A9II
Altair,17.07909134160172,11.105626941079539,1.6888037073732733,7548.914114980805,A7V
Vega,24.71555489176861,37.54171812892304,2.441074106318069,9556.382225627973,A0V
Castor,52.11930609709243,56.54850720582925,2.4690420521017296,10284.861645140678,A1V
Bellatrix,239.69414728045675,6396.281240197269,5.703987995850954,22582.222074378238,B2III
Alnilam,1999.87084484106,53703.28456261201,32.37200611603363,27491.34645260905,B0Ia
Hadar,349.53181444637727,49997.805725309554,9.050848967804637,25039.836943850994,B1III
Capella,42.721731404078504,82.71423020357825,11.997265130160406,4968.613459748679,G8III
Deneb,2600.459947369687,195998.67867356437,202.94619739326748,8537.114059998905,A2Ia
Arcturus,36.72859011150761,169.17410203086075,25.496502794210354,4310.686136906374,K1.5III
Hadar,349.5763036550494,50000.28166873743,8.941387767072202,25031.53164140025,B1III
Vega,24.857542443674294,43.36477472469677,2.354470575096003,9572.998301263318,A0V
Capella,43.067128278544466,76.53137693582548,12.066827849039573,4930.415617102395,G8III
Bellatrix,239.67828048448501,6398.615400878229,5.792124898419817,22625.863115570453,B2III
Alnilam,1999.8198241830476,53704.23807043841,32.37301069146568,27476.304434992006,B0Ia
Arcturus,36.36893818169971,173.91735348449976,25.471657388242885,4242.998140186064,K1.5III
Regulus,79.38640904460017,286.9002630101488,3.1994875667376994,12428.597803875617,B7V
Altair,16.431583556207517,13.936622867381303,1.696114023366309,7562.92846623151,A7V
Achernar,144.12328599301048,3150.1765636444493,9.251943571289882,14980.639676598574,B6Vep
Capella,43.18112317773428,79.81176567485554,12.0193058060152,4926.989009107683,G8III
Betelgeuse,642.2406798816608,125995.74018464192,886.92017281221,3533.455447950868,M2Iab
Rigil Kentaurus,4.5115107589995525,5.469163180881795,1.2968123458311946,5798.583918339648,G2V
Betelgeuse,642.7086272299188,125998.15810975224,886.9146359224729,3463.7621290752586,M2Iab
Mira,417.8076208586674,8700.674611535678,370.0487981231602,2897.53935166085,M7IIIe
Alnilam,2000.37271159395,53696.713104182534,32.43314184230521,27532.91754317543,B0Ia
Fomalhaut,24.787814094086002,19.240019388477002,1.8450225960402775,8598.361346801556,A3V
Altair,16.597555199697663,9.796254335014925,1.6317932586227673,7589.59207038745,A7V
Vega,24.550546542267956,40.70030429351264,2.3421849992787616,9620.122908880237,A0V
Procyon,11.37786080726909,11.111696301057986,2.100885983527915,6567.269089990825,F5IV-V
Acrux,320.5587773374703,24999.132922504472,8.477116293130464,28043.247627927078,B0.5IV
Antares,549.6326078449839,10003.064238945663,680.0008496850047,3502.850350435827,M1.5Iab
Capella,43.36976619606791,75.6656528468021,12.030823996409744,4900.136077462795,G8III
Sirius,8.592832833642735,29.163573989960476,1.7681196500535434,9938.230274996757,A1V
Ross 154,10.082428468579502,1.1272223547577958,0.1589565493633382,2842.2825388131187,M3.5V
Canopus,310.40561001383736,10495.918760680679,70.98400527526447,7375.567457425631,A9II
Bellatrix,240.46546493984695,6397.076711841578,5.721036989086144,22561.35958472074,B2III
Arcturus,36.85515697959471,170.39260600268693,25.401557238283477,4295.448832879542,K1.5III
Canopus,310.2208988524362,10495.782502652297,70.99490029898075,7385.103212988658,A9II
Ross 154,9.509693473009362,4.593223791929575,0.2898476991164427,2793.132384849271,M3.5V
Hadar,349.7007690438944,50001.10395171099,8.976397162075818,24985.895286543746,B1III
Fomalhaut,24.93993408396935,18.708421317411393,1.8606249667543346,8543.52410709154,A3V
Vega,25.215375947746416,42.41615685855492,2.2891796676560316,9565.942046921979,A0V
Alpha Centauri B,3.8777984948209214,4.0367179142966485,0.8511027900559873,5247.639003737363,K1V
Spica,250.35860614560136,22000.991538788872,7.35447137499463,25398.0300997285,B1III-IV
Aldebaran,65.22314745573473,514.3940375429517,44.129565027617524,3884.7972406139806,K5III
Mira,418.2559404634954,8695.285930090933,369.91082905731247,2938.727954697556,M7IIIe
Vega,24.921386227437697,40.515480684043176,2.3557618374587954,9601.092538925532,A0V
Betelgeuse,642.9528733444157,126004.55672976901,886.9901081445247,3531.391606015495,M2Iab
Castor,51.63546472562079,59.035587475875595,2.3142095414554373,10335.236868041908,A1V
Rigel,860.0446487167943,119995.72802782974,78.8345977343025,12068.024249512593,B8Ia
Ross 154,9.613438425931394,-1.2141279074839573,0.2500555533323149,2809.757850999919,M3.5V
Wolf 359,7.999848244547756,2.266088270736416,0.22389523624750202,2846.28632610673,M6V
Acrux,320.88683059183285,25003.59644188548,8.472800900249295,27950.980185874738,B0.5IV
Fomalhaut,24.801334879905827,15.639550015309691,1.8909501339630872,8550.050076372288,A3V
Rigel,860.3779303884187,119998.5139278143,78.95582134736885,12056.931040199388,B8Ia
Wolf 359,7.93457653564171,-2.6993031727412533,0.09813526394231287,2818.8771744817477,M6V
Canopus,309.949279299694,10502.983510922511,70.99441217507064,7378.8673598338255,A9II
Rigil Kentaurus,4.021572470121028,4.237437376579976,1.2922529360260686,5779.19170271629,G2V
Arcturus,36.20354839373127,174.01100320067363,25.37788131476717,4257.266449388856,K1.5III
Arcturus,36.24569176751628,170.20157618905327,25.324338912297844,4238.82430741777,K1.5III
Fomalhaut,24.52798083660612,12.367104855009664,1.7564024147735555,8624.298340673686,A3V
Deneb,2599.9450011255235,195996.93639287664,203.04830518335083,8510.964916073643,A2Ia
Mira,418.2175842849551,8700.5674109947,369.97061963732,2872.35158564138,M7IIIe
Procyon,11.678427502003084,3.9393406366475836,1.9982456617599147,6532.259266094722,F5IV-V
Canopus,309.5950008995232,10500.971727121856,71.07067754606098,7313.717188692489,A9II
Wolf 359,7.692989324958735,3.1435833625883096,0.23376954268671377,2832.3101701168216,M6V
Bellatrix,240.4177991738177,6401.595201030681,5.785649927403525,22640.502541288515,B2III
Altair,16.80481859931867,10.780866248875249,1.6706060054339127,7505.6738870019035,A7V
Capella,42.524191767947265,79.236390220434,12.070355838014219,4964.310251936597,G8III
Rigil Kentaurus,4.300779447953355,2.899348455421122,1.139323498435139,5821.31848567538,G2V
Rigil Kentaurus,4.533255211906194,1.0622984187908109,1.2791079087439066,5820.542839082289,G2V
Alpha Centauri B,4.436330965784739,-2.897159041753857,0.9503195553708486,5303.062134893854,K1V
Ross 154,9.38679526791198,1.2972165822975552,0.14632184715825822,2820.4301831792127,M3.5V
Achernar,143.77764483165026,3148.316088852544,9.178283935157074,15040.7751413703,B6Vep
Ross 154,9.266675131293121,2.5676550292690377,0.2941266326790664,2816.7747126498034,M3.5V
Hadar,350.3462163095896,49997.251393633545,8.910438460017065,24972.0104980473,B1III
Rigil Kentaurus,4.558961315570268,1.5055163896454722,1.1791161113230062,5780.016587479109,G2V
Achernar,143.7208361441719,3146.1704513835157,9.258760681265409,14989.107553451975,B6Vep
Lalande 21185,8.399926954945043,4.2766464192969105,0.4579131529875583,3414.2167978418847,M2.1V
Alpha Centauri B,3.9326562057963685,-3.8018034621926975,0.8058931413102509,5215.398711764666,K1V
Arcturus,37.06140162916029,171.13842474554625,25.47301615687733,4266.187709020766,K1.5III
Barnard's Star,6.05724013797307,3.6304724097365755,0.18062082535854362,3106.2706290664537,M4Ve
Betelgeuse,642.2465107194334,126000.91426019295,886.9633557470046,3516.0947512384396,M2Iab
Altair,16.413501979632134,11.624212298411338,1.6680064880042818,7518.687343972402,A7V
Capella,43.22182719528961,80.1562183943607,12.012566699471403,4973.087375934008,G8III
Fomalhaut,25.44873361843539,13.070027808524156,1.8203217306681783,8576.37781241298,A3V
Arcturus,36.91845733608466,169.0336812528439,25.36844190590766,4318.231806821839,K1.5III
Acrux,320.65320185737164,24998.5503809941,8.30702521149024,27978.915425451105,B0.5IV
Altair,16.688705570405098,10.481825565277513,1.5409209438371902,7585.65962779586,A7V
Hadar,349.6884498607735,49999.05801525981,9.077749094064444,25025.683786434554,B1III
Spica,250.48787578507955,21999.873328203874,7.344215860984274,25435.584521920915,B1III-IV
Hadar,349.98310298123266,50000.7563298815,8.958489961994806,25032.920789852877,B1III
Mira,418.40207144643017,8699.480336707316,369.9117984062424,2961.709124520824,M7IIIe
Antares,549.8792884370044,10001.944639646785,680.0944645545311,3493.7540570648416,M1.5Iab
Lalande 21185,8.287208290511906,-2.7308105145090122,0.43774935385563146,3402.8161906618834,M2.1V
Ross 154,9.744868120043325,-1.9897561424831252,0.22573668409489686,2760.710088775886,M3.5V
Regulus,79.24977426857156,291.6242019956963,3.2277211270197395,12493.740141303995,B7V
Bellatrix,240.1604825490851,6399.823852098992,5.650814500147861,22598.15536269529,B2III
Acrux,320.95371916990314,24996.031503914517,8.391195316883637,28004.24991812565,B0.5IV
Castor,51.644278580890195,56.21992365681511,2.346334477843539,10284.698961945825,A1V
Bellatrix,240.12473609943657,6398.402468120222,5.705004831305989,22550.69768413769,B2III
Polaris,323.34209174779676,2198.72289037108,37.55293359990409,6004.949974385475,F7Ib
Polaris,322.6559353305563,2200.8845552906755,37.522840155692826,6030.225542533901,F7Ib
Vega,24.645193901214096,35.63708969609756,2.4473367602287674,9630.116698404068,A0V
Arcturus,36.51826937834501,167.8986947873451,25.410611237912747,4240.265272852089,K1.5III
Regulus,79.3430014654726,291.897968511475,3.0685139669552144,12473.199718306252,B7V
Antares,549.6671549550567,9996.784007026225,680.0179720282729,3522.283434570003,M1.5Iab
Vega,25.05044976403771,41.84243236145427,2.3739402771698725,9625.680795323084,A0V
Barnard's Star,5.644066736935094,-2.1071580871904065,0.11794239144636819,3173.4847190903433,M4Ve
Castor,51.524741869292015,59.507990827135586,2.3006184190361902,10317.774238638101,A1V
Vega,24.892157888712624,35.69348717683239,2.380537492627866,9552.455314036846,A0V
Hadar,350.2597782764712,50002.654895780484,8.97581464551337,24989.103730471594,B1III
Betelgeuse,642.9357776183036,126002.95958230013,886.9047919744044,3456.979085219775,M2Iab
Vega,24.737344606764864,41.89763252503265,2.2693420546041287,9592.868812233257,A0V
Lalande 21185,8.26117326287019,-1.9823179200068182,0.41194940840380373,3439.577143635202,M2.1V
Polaris,322.61059291404024,2202.2714289370924,37.53181463850515,6003.310740577722,F7Ib
Polaris,322.5864706417702,2204.140987050643,37.59943203330432,6062.130413148689,F7Ib
Rigel,859.8658746857441,120000.07131490989,78.91844330403548,12088.867267715941,B8Ia
Vega,25.249302017870193,43.804966691716544,2.348973961279292,9637.870555033087,A0V
Sirius,8.872982082035527,20.848040060583756,1.741300009310768,9974.98181983591,A1V
Sirius,8.792950012705772,27.268082296015166,1.7487744731679866,9964.644559867129,A1V
Acrux,321.20334861362505,25004.06256504029,8.320476613936954,27991.65048867627,B0.5IV
Rigil Kentaurus,4.174610126906483,-0.8865713991311825,1.202079732800457,5831.440377016771,G2V
Polaris,323.0346750980348,2204.9741518094293,37.448761057267966,6061.94335486547,F7Ib
Sirius,8.355424038148003,23.40538815530837,1.675395511782884,9975.539243247444,A1V
Canopus,309.7711209452154,10499.979018032227,71.02706871184742,7307.473967313892,A9II
Capella,42.85177613657468,81.33187389246322,11.92323992211239,4957.416740309828,G8III
Barnard's Star,5.686720695342739,-4.382996087407797,0.2297698275207009,3140.2516555700486,M4Ve
Canopus,310.0723523164608,10496.598466117015,71.09120159880283,7345.8669487625775,A9II
Vega,25.473262447093777,43.66237658662158,2.4118577153974705,9579.845392970341,A0V
Spica,249.58042873493716,22002.01284198614,7.305796816633301,25449.252065646262,B1III-IV
Ross 154,9.261994125032583,-1.7574069302212032,0.2061104084369102,2784.374251562764,M3.5V
Achernar,143.78027679343387,3154.3236207651003,9.287902871852966,15030.422975953981,B6Vep
Ross 154,9.553595958712544,-3.719698732023374,0.264392402910132,2815.9211099285735,M3.5V
Capella,42.57067975593808,79.25135468067211,11.912431518691237,4983.66025502538,G8III
Spica,250.3907403268672,22001.02951453293,7.481877815189558,25416.705605945994,B1III-IV
Deneb,2599.918259573627,195998.32008414762,202.90405149865248,8553.481732116297,A2Ia
Bellatrix,239.8922067354819,6403.9860833695875,5.735235074512112,22616.156564138986,B2III
Arcturus,36.90991186856271,169.51942011897793,25.303344033945972,4290.105320704147,K1.5III
Alpha Centauri B,4.7356216586430016,5.4391034605528645,0.9091029747390225,5293.511395768489,K1V
Altair,16.69885844192648,10.045330164781657,1.5459880132642128,7550.22447695355,A7V
Canopus,310.3941896872438,10497.81775664668,70.91867852641275,7367.389499391343,A9II
Lalande 21185,8.649839719089691,4.295886834209269,0.33518679227980736,3391.275098907769,M2.1V
Hadar,350.42067052185126,49995.52898582493,8.98665029163151,24990.85112515838,B1III
Canopus,309.5515680591836,10501.834765231313,71.01144351518133,7357.767520942422,A9II
Hadar,349.98215646428145,50001.54561858535,8.992876899972615,25001.423746134496,B1III
Altair,16.515448932210074,10.994983045438705,1.6276598462375145,7519.877500379792,A7V
Castor,52.23783288286487,55.54003542527262,2.4513414857288107,10348.926244523094,A1V
Polaris,323.4573642516834,2196.226916249681,37.45283721380477,6022.601310476043,F7Ib
Lalande 21185,7.976157703677068,-2.808369984959966,0.3687356080387063,3381.2641279714753,M2.1V
Canopus,309.745118342769,10499.510031335705,71.03825079847479,7358.944699099214,A9II
Spica,249.75427247336654,22003.822501147264,7.307524781332655,25364.78612030834,B1III-IV
Polaris,322.7489734191514,2204.7744128785384,37.485240092547805,6024.551479231562,F7Ib
Alpha Centauri B,4.105591040558226,-2.182644939476517,0.7957348695211522,5219.2466306965,K1V
Lalande 21185,8.459087059993356,-0.6382579849313171,0.3413945671468163,3350.203177103998,M2.1V
Mira,417.5715531818814,8695.087924765674,369.99831282282787,2914.694050222207,M7IIIe
Rigel,859.7605775728495,119995.96883648894,78.93723792629449,12086.3345705341,B8Ia
Castor,52.00232623896764,52.94996722654462,2.4057681462625693,10329.736255295447,A1V
Betelgeuse,642.7417653348303,126003.57941062373,886.9949887668902,3483.4145245213945,M2Iab
Mira,418.19637656568926,8701.972674557059,370.0422254166163,2867.8781630265453,M7IIIe
Fomalhaut,24.50867740612027,18.07211473917685,1.8749000797134092,8631.379068954075,A3V
Polaris,323.407738492318,2198.1940301666677,37.55873111589653,5995.879155326469,F7Ib
Hadar,350.00026107700785,49999.83035343599,8.901167621981331,24972.288713403494,B1III
Antares,549.601840549149,10003.850363076659,680.0039664218791,3520.1370974335855,M1.5Iab
Bellatrix,239.87685547835358,6399.860707647494,5.842889800040897,22585.994435100132,B2III
Betelgeuse,642.5351051185136,125999.7058492993,886.9158595459037,3468.4651192281262,M2Iab
Achernar,144.47209166466283,3145.5942888328236,9.26360411552539,14987.235488734876,B6Vep
Polaris,323.329059044209,2199.635235827846,37.47946284639381,6049.7870507850075,F7Ib
Mira,417.73665480621816,8701.822617753161,370.0245119762601,2913.84044093401,M7IIIe
Polaris,323.2911371694931,2195.0672211327037,37.587127250860775,5990.137153469109,F7Ib
Lalande 21185,8.787449488767088,-4.850542159255809,0.4853641937550528,3446.293506188233,M2.1V
Deneb,2599.8398288257226,196003.52462449897,203.01133991409023,8476.333101117267,A2Ia
Polaris,323.04614166377024,2195.050035386478,37.418466240252364,6009.8189312556915,F7Ib
Vega,24.517236143400165,44.820504619636765,2.321671688117596,9606.96402235447,A0V
Alpha Centauri B,4.292306288809428,-3.312680860880921,0.8955832961310575,5275.771324524828,K1V
Sirius,8.161295441784544,28.426852478106365,1.6170664861861161,9939.136372958605,A1V
Alnilam,2000.0435647220493,53695.97175932085,32.37492240874281,27508.931727822823,B0Ia
Procyon,11.282775707529195,4.76949576438661,2.072443099360481,6487.685057371517,F5IV-V
Capella,43.353461047980645,81.76850910449821,12.063331640542366,4935.234222553348,G8III
Bellatrix,240.03574000164505,6396.904484917012,5.658809786059885,22611.214516186817,B2III
Lalande 21185,8.34956214577482,2.9000896987662736,0.44081492446226567,3439.8806178162326,M2.1V
Fomalhaut,24.70632087566867,19.65366201902202,1.893117076485662,8540.172250328555,A3V
Alnilam,2000.1010812868858,53695.577226247784,32.32051055898877,27474.76845924004,B0Ia
Ross 154,9.413783915695813,-2.891393672737218,0.26034868624042784,2804.3499435240997,M3.5V
Mira,417.5442981212012,8695.33991203142,370.05767686414055,2869.736447816347,M7IIIe
Mira,418.3989107239932,8701.315925356654,370.02181131085007,2927.0002962848403,M7IIIe
Rigil Kentaurus,4.258882694615686,0.15109681155119392,1.3039187708568605,5827.880077949218,G2V
Altair,16.5633005475685,7.297870303573438,1.6766109906548052,7519.007803232365,A7V
Altair,16.304756370563133,9.844031209497734,1.6702643739447949,7595.464571279732,A7V
Alpha Centauri B,4.416944668599744,5.437406368831601,0.7814865117291615,5309.16792907,K1V
Barnard's Star,6.00647519555047,4.339780518389593,0.14748022924353998,3087.59947084936,M4Ve
Acrux,321.1664335654021,24997.62427883933,8.369295055678041,28042.452109462603,B0.5IV
Achernar,144.0426282760542,3149.5847166204003,9.296361656350818,15042.352316612354,B6Vep
Hadar,349.64750946004904,50001.30848857186,8.935823479319179,24970.52644639602,B1III
Arcturus,37.06384846154293,170.0454143979509,25.365565320886823,4287.666024064305,K1.5III
Barnard's Star,6.260851555777831,4.2615291791448895,0.13747389922746123,3145.5643427298896,M4Ve
Fomalhaut,25.11565259218312,15.593328911780318,1.8895643475157593,8627.32592216615,A3V
Alnilam,1999.772368135856,53703.811722428116,32.33022315461439,27521.38144228824,B0Ia
Wolf 359,7.582497882510385,-1.5632476218580127,0.08468250239819325,2779.714321931838,M6V
Barnard's Star,6.450229446881884,-2.18689689184772,0.1975531962534991,3129.461198007409,M4Ve
Rigel,860.1545306223537,120004.13495106822,78.8606542863585,12054.800080636292,B8Ia
Vega,24.905127460760955,43.18165538748461,2.4431624121084563,9643.409478794498,A0V
Alnilam,1999.6818716533849,53700.100064197555,32.38561166851854,27531.156640075733,B0Ia
Procyon,10.901203554984239,10.449552952648414,1.964464506692388,6509.1975557905225,F5IV-V
Fomalhaut,24.843117080136953,21.436023244445632,1.8758857975904695,8630.935241492118,A3V
Ross 154,9.395163970336052,-2.197465144382473,0.21193018974631786,2842.2669877441795,M3.5V
Antares,550.1496804937102,10004.657720081826,679.9174283014403,3454.7264921717583,M1.5Iab
Hadar,349.77510792216157,50004.78063934145,9.081576314653484,25041.212161908214,B1III
Altair,16.37496066970492,12.09829147440001,1.7019959923743562,7534.106668785498,A7V
Acrux,320.7411078477193,25004.514480134185,8.477723800201261,28029.389208052286,B0.5IV
Barnard's Star,5.617672919304961,-1.2413399237183214,0.1356375379905401,3178.000040613115,M4Ve
Spica,250.15638901295986,21995.941108441966,7.475743207321835,25414.30599441595,B1III-IV
Aldebaran,64.61409509358059,518.6712000572877,44.100220204171734,3958.8680826103705,K5III
Canopus,310.2130102878391,10504.654048072583,71.07894930007686,7379.148590519233,A9II
Ross 154,9.620779679219527,4.204083163586541,0.10109845734577672,2832.573702541216,M3.5V
Fomalhaut,24.88012046688512,21.01584823433142,1.8795552591453484,8583.60227860466,A3V
Altair,16.93853726095821,13.80452322428447,1.570032145800845,7573.295668388958,A7V
Barnard's Star,5.702119231490174,3.219268580719352,0.2660142176131456,3098.7266249750223,M4Ve
Antares,550.15747463314,10004.598266981333,680.0689642449811,3512.261757514086,M1.5Iab
Altair,16.738703832546104,12.635282043125049,1.60414075684068,7547.966393001522,A7V
Canopus,310.48390031214797,10504.519240373209,71.03402804245088,7325.974670766734,A9II
Polaris,322.66831382848295,2196.0992646991313,37.4552240516604,6060.406407380209,F7Ib
Aldebaran,65.47022713417984,515.9542990912557,44.12764592405856,3893.0143990576466,K5III
Spica,250.08854976539027,22001.578767457122,7.414209442660478,25366.445174691453,B1III-IV
Arcturus,36.201805732854424,174.7332915546677,25.441499743098746,4248.408030847584,K1.5III
Aldebaran,65.40799412250136,519.5755247353721,44.15412909069042,3918.9688260663343,K5III
Rigil Kentaurus,3.878440741323109,6.022386273451476,1.3197646992703684,5820.648373206649,G2V
Altair,17.19019344606041,10.378557473919681,1.6290226128685181,7544.3574372605435,A7V
Capella,42.601051224886014,80.55609974454067,12.083935912969388,4917.89083875077,G8III
Hadar,350.0482509324234,50003.86564599455,8.932386986597969,24972.701938014114,B1III
Canopus,309.59630094036703,10504.380309759488,70.9827132261566,7351.883170833618,A9II
Canopus,310.4362927684538,10499.900137740964,71.01185563957658,7347.0506407299135,A9II
Deneb,2600.1549731280975,196000.6019332607,203.0741494173092,8542.391046665773,A2Ia
Regulus,79.25123296644107,284.6113183408361,3.0640541856428465,12509.174094134512,B7V
Altair,16.652395810820618,13.76552132295723,1.6958658200385244,7524.274006888235,A7V
Lalande 21185,8.080258523322932,1.8038499721446757,0.3969354609839206,3411.065504109538,M2.1V
Antares,549.7495418978335,10003.242024216936,679.9228252871035,3475.843044583647,M1.5Iab
Procyon,11.652618800686213,10.356550330420028,2.0083135703070116,6506.392447223969,F5IV-V
Rigil Kentaurus,4.453129603173108,5.091762720240075,1.2355169652704114,5747.726483412773,G2V
Bellatrix,240.4175407764292,6401.369851611912,5.825240279295632,22560.290030046803,B2III
Capella,42.86175604553599,82.12800808127493,12.001168562413225,4977.929659601225,G8III
Bellatrix,239.83034161607173,6403.880675893539,5.653185314768504,22577.579583431743,B2III
Arcturus,36.55163108724785,167.96548996936522,25.37445361647329,4276.636208120183,K1.5III
Arcturus,36.24521475154246,171.06523787104854,25.472991357926276,4302.672551181282,K1.5III
Fomalhaut,24.987398402267782,16.74259464502824,1.8140570759654286,8589.47114397441,A3V
Procyon,11.27128784093913,8.557845789578323,2.124490517134602,6562.591621685544,F5IV-V
Mira,418.1733391023294,8695.589846031997,369.92632017029786,2946.8793696961584,M7IIIe
Barnard's Star,6.145792735966175,-0.9684916387749309,0.17181750237319438,3103.3844422534357,M4Ve
Ross 154,9.694723071221121,0.23225073430305138,0.203383332137128,2787.4460236246564,M3.5V
Spica,249.96142719523124,22000.294090577478,7.36264583680692,25352.103798765987,B1III-IV
Betelgeuse,642.2829746395311,125998.07097370525,887.0699500398044,3530.1366694495227,M2Iab
Castor,51.92513481887208,57.74910943563771,2.349011969908936,10275.188470871104,A1V
Bellatrix,240.11588978221366,6395.26517269466,5.83374013548201,22593.821568670417,B2III
Mira,418.027891124594,8704.120455744414,370.0255654712494,2891.0751547963814,M7IIIe
Alpha Centauri B,4.048885138846404,4.695039829686282,0.9492397335394827,5213.857078948171,K1V
Bellatrix,240.49816951913863,6397.660532171655,5.730954914739205,22639.051133471075,B2III
Ross 154,9.323389346236949,4.995794616096258,0.18334509752705908,2775.2989538036636,M3.5V
Betelgeuse,642.9649766370246,125999.82301556024,887.0979364514885,3504.3350172796913,M2Iab
Ross 154,10.01828345662197,-4.25830044406204,0.13628988553632382,2823.523215533399,M3.5V
Rigel,860.3803983161446,120004.72283034294,78.82018398856654,12100.438814515885,B8Ia
Betelgeuse,642.3397970219621,125999.46554318475,887.081956248057,3541.5394048862668,M2Iab
Rigel,860.203922875534,119996.4155145593,78.87669661220816,12055.656446810095,B8Ia
Regulus,78.53223893334071,290.753427669009,3.136862623424212,12443.071441715329,B7V
Ross 154,10.175313678033959,2.325660828881204,0.21689024523526124,2777.231536042371,M3.5V
Procyon,11.462361693741704,9.344709778320805,1.9525975942032046,6491.439308386985,F5IV-V
Hadar,349.67138194692,49995.77634359074,9.055189649808424,24996.604714648234,B1III
Altair,16.427968131235406,7.07921158123882,1.6177446982874082,7507.670927457083,A7V
Mira,417.7473616627305,8699.858562700023,370.023915277761,2893.530511176531,M7IIIe
Sirius,8.441644923384983,28.842977654972252,1.7321340809915053,9904.135843415539,A1V
Fomalhaut,25.302837879907862,16.57558732704546,1.7777299084901526,8593.340445848311,A3V
Wolf 359,8.201477766291974,-2.54824077781722,0.1864536412152862,2798.074278401116,M6V
Achernar,144.3182802277197,3146.480170764414,9.27999260361189,14958.360315310432,B6Vep
Capella,42.66974559185838,78.78259516215284,12.086628584613813,4916.61652489648,G8III
Vega,24.75073833045015,38.18906551332613,2.444695198270377,9565.248166881567,A0V
Deneb,2599.9603466154435,196004.3424013923,202.91890429889867,8570.918996413824,A2Ia
Ross 154,9.958709975740943,-3.8029930871625424,0.25963073001395726,2831.330101601942,M3.5V
Betelgeuse,642.6428013612522,126000.70393546818,887.038310180379,3465.6798574641743,M2Iab
Altair,16.79957336533521,11.204367428023975,1.551883163732196,7584.109813177932,A7V
Arcturus,37.061491278377275,171.08994172322014,25.388762785497054,4317.534265905345,K1.5III
Ross 154,9.338424894825856,-3.1054206734561505,0.2037275811208312,2791.879820379679,M3.5V
Achernar,144.2578184530899,3147.1222148999486,9.219363135213808,15004.851529514077,B6Vep
Ross 154,9.6890022970437,0.6618484621567702,0.1717221080301523,2776.494430453399,M3.5V
Hadar,350.39958330018277,50002.19425747596,8.971351243480997,24982.90241909227,B1III
Hadar,350.4252257682298,49996.40808398428,8.909946496696577,25040.24037543401,B1III
Ross 154,9.343641962410091,1.1161883918936018,0.1697888884849568,2842.8916555993164,M3.5V
Polaris,322.8440108934349,2199.089387691352,37.46689922695562,6046.631277560694,F7Ib
Betelgeuse,642.5944222595335,126001.85035674136,886.9907022445946,3477.294014444043,M2Iab
Castor,52.16408562397163,52.94281733759341,2.43893958684956,10266.745885879896,A1V
Polaris,323.0169808270724,2195.186971182001,37.59925970521094,6050.625462057052,F7Ib
